character	act	scene	fromline	toline	lines	words	text
ALBANY	4	2	2566	2569	4	25	This shows you are above,<br>You justicers, that these our nether crimes<br>So speedily can venge. But, O poor Gloucester,<br>Lost he his other eye?
ALBANY	4	2	2578	2578	1	10	Where was his son when they did take his eyes?
ALBANY	4	2	2580	2580	1	4	He is not here.
ALBANY	4	2	2582	2582	1	4	Knows he the wickedness?
ALBANY	4	2	2586	2589	4	27	Gloucester, I live<br>To thank thee for the love thou show’d’st the King,<br>And to revenge thine eyes.—Come hither, friend.<br>Tell me what more thou know’st.
ALBANY	5	1	3183	3190	8	67	Our very loving sister, well bemet.—<br>Sir, this I heard: the King is come to his daughter,<br>With others whom the rigor of our state<br>Forced to cry out. Where I could not be honest,<br>I never yet was valiant. For this business,<br>It touches us as France invades our land,<br>Not bolds the King, with others whom, I fear,<br>Most just and heavy causes make oppose.
ALBANY	5	1	3196	3197	2	11	Let’s then determine<br>With th’ ancient of war on our proceeding.
ALBANY	5	1	3205	3205	1	4	I’ll overtake you.—Speak.
ALBANY	5	1	3213	3213	1	7	Stay till I have read the letter.
ALBANY	5	1	3217	3217	1	9	Why, fare thee well. I will o’erlook thy paper.
ALBANY	5	1	3222	3222	1	5	We will greet the time.
ALBANY	5	3	3296	3301	6	47	Sir, you have showed today your valiant strain,<br>And Fortune led you well. You have the captives<br>Who were the opposites of this day’s strife.<br>I do require them of you, so to use them<br>As we shall find their merits and our safety<br>May equally determine.
ALBANY	5	3	3318	3320	3	17	Sir, by your patience,<br>I hold you but a subject of this war,<br>Not as a brother.
ALBANY	5	3	3344	3344	1	7	The let-alone lies not in your goodwill.
ALBANY	5	3	3346	3346	1	3	Half-blooded fellow, yes.
ALBANY	5	3	3348	3356	9	59	Stay yet, hear reason.—Edmund, I arrest thee<br>On capital treason; and, in thine attaint,<br>This gilded serpent.—For your claim, fair<br>sister,<br>I bar it in the interest of my wife.<br>’Tis she is subcontracted to this lord,<br>And I, her husband, contradict your banns.<br>If you will marry, make your loves to me.<br>My lady is bespoke.
ALBANY	5	3	3358	3364	7	52	Thou art armed, Gloucester. Let the trumpet sound.<br>If none appear to prove upon thy person<br>Thy heinous, manifest, and many treasons,<br>There is my pledge.<br>I’ll make it on thy heart,<br>Ere I taste bread, thou art in nothing less<br>Than I have here proclaimed thee.
ALBANY	5	3	3373	3373	1	3	A herald, ho!
ALBANY	5	3	3375	3377	3	20	Trust to thy single virtue, for thy soldiers,<br>All levied in my name, have in my name<br>Took their discharge.
ALBANY	5	3	3379	3381	3	28	She is not well. Convey her to my tent.<br>Come hither, herald. Let the trumpet sound,<br>And read out this.
ALBANY	5	3	3390	3391	2	13	Ask him his purposes, why he appears<br>Upon this call o’ th’ trumpet.
ALBANY	5	3	3399	3399	1	4	Which is that adversary?
ALBANY	5	3	3430	3430	1	4	Save him, save him!
ALBANY	5	3	3435	3438	4	31	Shut your mouth, dame,<br>Or with this paper shall I stopple it.—Hold, sir.—<br>Thou worse than any name, read thine own evil.<br>No tearing, lady. I perceive you know it.
ALBANY	5	3	3441	3442	2	7	Most monstrous! O!<br>Know’st thou this paper?
ALBANY	5	3	3444	3444	1	7	Go after her, she’s desperate. Govern her.
ALBANY	5	3	3460	3463	4	27	Methought thy very gait did prophesy<br>A royal nobleness. I must embrace thee.<br>Let sorrow split my heart if ever I<br>Did hate thee or thy father!
ALBANY	5	3	3465	3466	2	14	Where have you hid yourself?<br>How have you known the miseries of your father?
ALBANY	5	3	3489	3491	3	19	If there be more, more woeful, hold it in,<br>For I am almost ready to dissolve,<br>Hearing of this.
ALBANY	5	3	3507	3507	1	4	But who was this?
ALBANY	5	3	3513	3513	1	2	Speak, man!
ALBANY	5	3	3517	3517	1	4	Who dead? Speak, man.
ALBANY	5	3	3523	3528	6	41	Produce the bodies, be they alive or dead.<br>This judgment of the heavens, that makes us<br>tremble,<br>Touches us not with pity. O, is this he?<br>The time will not allow the compliment<br>Which very manners urges.
ALBANY	5	3	3532	3535	4	24	Great thing of us forgot!<br>Speak, Edmund, where’s the King? And where’s<br>Cordelia?<br>Seest thou this object, Kent?
ALBANY	5	3	3540	3540	1	5	Even so.—Cover their faces.
ALBANY	5	3	3546	3546	1	4	Run, run, O, run!
ALBANY	5	3	3557	3557	1	8	The gods defend her!—Bear him hence awhile.
ALBANY	5	3	3568	3568	1	3	Fall and cease.
ALBANY	5	3	3605	3606	2	16	He knows not what he says, and vain is it<br>That we present us to him.
ALBANY	5	3	3609	3618	10	77	That’s but a trifle here.—<br>You lords and noble friends, know our intent:<br>What comfort to this great decay may come<br>Shall be applied. For us, we will resign,<br>During the life of this old Majesty,<br>To him our absolute power; you to your rights,<br>With boot and such addition as your Honors<br>Have more than merited. All friends shall taste<br>The wages of their virtue, and all foes<br>The cup of their deservings. O, see, see!
ALBANY	5	3	3636	3639	4	29	Bear them from hence. Our present business<br>Is general woe. Friends of my<br>soul, you twain<br>Rule in this realm, and the gored state sustain.
BURGUNDY-LR	1	1	220	222	3	17	Most royal Majesty,<br>I crave no more than hath your Highness offered,<br>Nor will you tender less.
BURGUNDY-LR	1	1	230	230	1	4	I know no answer.
BURGUNDY-LR	1	1	236	237	2	11	Pardon me, royal sir,<br>Election makes not up in such conditions.
BURGUNDY-LR	1	1	279	282	4	20	Royal king,<br>Give but that portion which yourself proposed,<br>And here I take Cordelia by the hand,<br>Duchess of Burgundy.
BURGUNDY-LR	1	1	284	285	2	16	I am sorry, then, you have so lost a father<br>That you must lose a husband.
CAPTAIN1	5	3	3290	3290	1	5	I’ll do ’t, my lord.
CAPTAIN1	5	3	3294	3295	2	17	I cannot draw a cart, nor eat dried oats.<br>If it be man’s work, I’ll do ’t.
CAPTAIN2	5	3	3382	3382	1	2	Sound, trumpet!
CORDELIA	1	1	100	102	3	24	Unhappy that I am, I cannot heave<br>My heart into my mouth. I love your Majesty<br>According to my bond, no more nor less.
CORDELIA	1	1	105	115	11	78	Good my lord,<br>You have begot me, bred me, loved me.<br>I return those duties back as are right fit:<br>Obey you, love you, and most honor you.<br>Why have my sisters husbands if they say<br>They love you all? Haply, when I shall wed,<br>That lord whose hand must take my plight shall<br>carry<br>Half my love with him, half my care and duty.<br>Sure I shall never marry like my sisters,<br>To love my father all.
CORDELIA	1	1	117	117	1	4	Ay, my good lord.
CORDELIA	1	1	119	119	1	6	So young, my lord, and true.
CORDELIA	1	1	257	268	12	93	I yet beseech your Majesty—<br>If for I want that glib and oily art<br>To speak and purpose not, since what I well<br>intend<br>I’ll do ’t before I speak—that you make known<br>It is no vicious blot, murder, or foulness,<br>No unchaste action or dishonored step<br>That hath deprived me of your grace and favor,<br>But even for want of that for which I am richer:<br>A still-soliciting eye and such a tongue<br>That I am glad I have not, though not to have it<br>Hath lost me in your liking.
CORDELIA	1	1	286	289	4	18	Peace be with<br>Burgundy.<br>Since that respect and fortunes are his love,<br>I shall not be his wife.
CORDELIA	1	1	311	319	9	64	The jewels of our father, with washed eyes<br>Cordelia leaves you. I know you what you are,<br>And like a sister am most loath to call<br>Your faults as they are named. Love well our<br>father.<br>To your professèd bosoms I commit him;<br>But yet, alas, stood I within his grace,<br>I would prefer him to a better place.<br>So farewell to you both.
CORDELIA	1	1	325	327	3	19	Time shall unfold what plighted cunning hides,<br>Who covers faults at last with shame derides.<br>Well may you prosper.
CORDELIA	1	1	68	68	1	8	What shall Cordelia speak? Love, and be silent.
CORDELIA	1	1	85	87	3	18	Then poor Cordelia!<br>And yet not so, since I am sure my love’s<br>More ponderous than my tongue.
CORDELIA	1	1	96	96	1	3	Nothing, my lord.
CORDELIA	1	1	98	98	1	1	Nothing.
CORDELIA	4	4	2656	2666	11	78	Alack, ’tis he! Why, he was met even now<br>As mad as the vexed sea, singing aloud,<br>Crowned with rank fumiter and furrow-weeds,<br>With hardocks, hemlock, nettles, cuckooflowers,<br>Darnel, and all the idle weeds that grow<br>In our sustaining corn. A century send forth.<br>Search every acre in the high-grown field<br>And bring him to our eye.<br>What can man’s wisdom<br>In the restoring his bereavèd sense?<br>He that helps him take all my outward worth.
CORDELIA	4	4	2672	2677	6	41	All blest secrets,<br>All you unpublished virtues of the earth,<br>Spring with my tears. Be aidant and remediate<br>In the good man’s distress. Seek, seek for him,<br>Lest his ungoverned rage dissolve the life<br>That wants the means to lead it.
CORDELIA	4	4	2680	2687	8	54	’Tis known before. Our preparation stands<br>In expectation of them.—O dear father,<br>It is thy business that I go about.<br>Therefore great France<br>My mourning and importuned tears hath pitied.<br>No blown ambition doth our arms incite,<br>But love, dear love, and our aged father’s right.<br>Soon may I hear and see him.
CORDELIA	4	7	3049	3051	3	25	O, thou good Kent, how shall I live and work<br>To match thy goodness? My life will be too short,<br>And every measure fail me.
CORDELIA	4	7	3055	3057	3	16	Be better suited.<br>These weeds are memories of those worser hours.<br>I prithee put them off.
CORDELIA	4	7	3062	3062	1	11	Then be ’t so, my good lord.—How does the King?
CORDELIA	4	7	3064	3067	4	24	O, you kind gods,<br>Cure this great breach in his abusèd nature!<br>Th’ untuned and jarring senses, O, wind up,<br>Of this child-changèd father!
CORDELIA	4	7	3071	3072	2	17	Be governed by your knowledge, and proceed<br>I’ th’ sway of your own will. Is he arrayed?
CORDELIA	4	7	3077	3077	1	2	Very well.
CORDELIA	4	7	3079	3082	4	28	O, my dear father, restoration hang<br>Thy medicine on my lips, and let this kiss<br>Repair those violent harms that my two sisters<br>Have in thy reverence made.
CORDELIA	4	7	3084	3096	13	105	Had you not been their father, these white flakes<br>Did challenge pity of them. Was this a face<br>To be opposed against the jarring winds?<br>To stand against the deep dread-bolted thunder,<br>In the most terrible and nimble stroke<br>Of quick cross-lightning? To watch, poor <span class="foreign" data-words="1" data-lang="fr">perdu</span>,<br>With this thin helm? Mine enemy’s dog,<br>Though he had bit me, should have stood that night<br>Against my fire. And wast thou fain, poor father,<br>To hovel thee with swine and rogues forlorn<br>In short and musty straw? Alack, alack,<br>’Tis wonder that thy life and wits at once<br>Had not concluded all.—He wakes. Speak to him.
CORDELIA	4	7	3098	3098	1	9	How does my royal lord? How fares your Majesty?
CORDELIA	4	7	3103	3103	1	5	Sir, do you know me?
CORDELIA	4	7	3105	3105	1	4	Still, still, far wide.
CORDELIA	4	7	3113	3115	3	19	O, look upon me, sir,<br>And hold your hand in benediction o’er me.<br>No, sir, you must not kneel.
CORDELIA	4	7	3128	3128	1	6	And so I am; I am.
CORDELIA	4	7	3134	3135	2	4	No cause, no<br>cause.
CORDELIA	4	7	3144	3144	1	6	Will ’t please your Highness walk?
CORDELIA	5	3	3254	3258	5	37	We are not the first<br>Who with best meaning have incurred the worst.<br>For thee, oppressèd king, I am cast down.<br>Myself could else outfrown false Fortune’s frown.<br>Shall we not see these daughters and these sisters?
CORNWALL	1	1	186	186	1	3	Dear sir, forbear.
CORNWALL	2	1	1099	1101	3	20	How now, my noble friend? Since I came hither,<br>Which I can call but now, I have heard strange<br>news.
CORNWALL	2	1	1120	1122	3	17	Nor I, assure thee, Regan.—<br>Edmund, I hear that you have shown your father<br>A childlike office.
CORNWALL	2	1	1126	1126	1	3	Is he pursued?
CORNWALL	2	1	1128	1134	7	55	If he be taken, he shall never more<br>Be feared of doing harm. Make your own purpose,<br>How in my strength you please.—For you, Edmund,<br>Whose virtue and obedience doth this instant<br>So much commend itself, you shall be ours.<br>Natures of such deep trust we shall much need.<br>You we first seize on.
CORNWALL	2	1	1138	1138	1	9	You know not why we came to visit you—
CORNWALL	2	2	1199	1200	2	14	Keep peace, upon your lives! He dies that<br>strikes again. What is the matter?
CORNWALL	2	2	1202	1202	1	5	What is your difference? Speak.
CORNWALL	2	2	1207	1208	2	10	Thou art a strange fellow. A tailor make a<br>man?
CORNWALL	2	2	1212	1212	1	6	Speak yet, how grew your quarrel?
CORNWALL	2	2	1220	1221	2	9	Peace, sirrah!<br>You beastly knave, know you no reverence?
CORNWALL	2	2	1223	1223	1	4	Why art thou angry?
CORNWALL	2	2	1239	1239	1	6	What, art thou mad, old fellow?
CORNWALL	2	2	1243	1243	1	10	Why dost thou call him <span class="quote" data-words="1">knave</span>? What is his fault?
CORNWALL	2	2	1245	1245	1	9	No more, perchance, does mine, nor his, nor hers.
CORNWALL	2	2	1250	1260	11	72	This is some fellow<br>Who, having been praised for bluntness, doth affect<br>A saucy roughness and constrains the garb<br>Quite from his nature. He cannot flatter, he.<br>An honest mind and plain, he must speak truth!<br>An they will take it, so; if not, he’s plain.<br>These kind of knaves I know, which in this<br>plainness<br>Harbor more craft and more corrupter ends<br>Than twenty silly-ducking observants<br>That stretch their duties nicely.
CORNWALL	2	2	1265	1265	1	4	What mean’st by this?
CORNWALL	2	2	1271	1272	2	7	What was th’ offense you gave<br>him?
CORNWALL	2	2	1285	1287	3	14	Fetch forth the stocks.—<br>You stubborn ancient knave, you reverent braggart,<br>We’ll teach you.
CORNWALL	2	2	1295	1296	2	16	Fetch forth the stocks.—As I have life and honor,<br>There shall he sit till noon.
CORNWALL	2	2	1301	1302	2	17	This is a fellow of the selfsame color<br>Our sister speaks of.—Come, bring away the stocks.
CORNWALL	2	2	1311	1311	1	3	I’ll answer that.
CORNWALL	2	2	1315	1315	1	5	Come, my good lord, away.
CORNWALL	2	4	1502	1502	1	4	Hail to your Grace.
CORNWALL	2	4	1545	1545	1	3	Fie, sir, fie!
CORNWALL	2	4	1567	1567	1	3	What trumpet’s that?
CORNWALL	2	4	1574	1574	1	4	What means your Grace?
CORNWALL	2	4	1590	1591	2	13	I set him there, sir, but his own disorders<br>Deserved much less advancement.
CORNWALL	2	4	1688	1688	1	7	Let us withdraw. ’Twill be a storm.
CORNWALL	2	4	1696	1697	2	10	Followed the old man forth.<br>He is returned.
CORNWALL	2	4	1699	1699	1	4	Whither is he going?
CORNWALL	2	4	1701	1701	1	9	’Tis best to give him way. He leads himself.
CORNWALL	2	4	1712	1713	2	19	Shut up your doors, my lord. ’Tis a wild night.<br>My Regan counsels well. Come out o’ th’ storm.
CORNWALL	3	5	2101	2102	2	10	I will have my revenge ere I depart his<br>house.
CORNWALL	3	5	2106	2109	4	28	I now perceive it was not altogether your<br>brother’s evil disposition made him seek his death,<br>but a provoking merit set awork by a reprovable<br>badness in himself.
CORNWALL	3	5	2115	2115	1	6	Go with me to the Duchess.
CORNWALL	3	5	2118	2120	3	24	True or false, it hath made thee Earl of<br>Gloucester. Seek out where thy father is, that he<br>may be ready for our apprehension.
CORNWALL	3	5	2125	2126	2	16	I will lay trust upon thee, and thou shalt<br>find a dearer father in my love.
CORNWALL	3	7	2253	2256	4	27	Post speedily to my lord your<br>husband. Show him this letter.<br>The army of France is landed.—Seek out<br>the traitor Gloucester.
CORNWALL	3	7	2259	2267	9	72	Leave him to my displeasure.—Edmund,<br>keep you our sister company. The revenges we are<br>bound to take upon your traitorous father are not<br>fit for your beholding. Advise the Duke, where you<br>are going, to a most festinate preparation; we are<br>bound to the like. Our posts shall be swift and<br>intelligent betwixt us.—Farewell, dear sister.—<br>Farewell, my lord of Gloucester.<br>How now? Where’s the King?
CORNWALL	3	7	2274	2274	1	5	Get horses for your mistress.
CORNWALL	3	7	2276	2284	9	62	Edmund, farewell.<br>Go seek the traitor Gloucester.<br>Pinion him like a thief; bring him before us.<br>Though well we may not pass upon his life<br>Without the form of justice, yet our power<br>Shall do a court’sy to our wrath, which men<br>May blame but not control.<br>Who’s there? The<br>traitor?
CORNWALL	3	7	2286	2286	1	5	Bind fast his corky arms.
CORNWALL	3	7	2290	2290	1	4	Bind him, I say.
CORNWALL	3	7	2293	2294	2	12	To this chair bind him.<br>Villain, thou shalt find—
CORNWALL	3	7	2303	2303	1	9	Come, sir, what letters had you late from France?
CORNWALL	3	7	2305	2306	2	13	And what confederacy have you with the traitors<br>Late footed in the kingdom?
CORNWALL	3	7	2312	2312	1	1	Cunning.
CORNWALL	3	7	2314	2314	1	6	Where hast thou sent the King?
CORNWALL	3	7	2318	2318	1	7	Wherefore to Dover? Let him answer that.
CORNWALL	3	7	2333	2334	2	18	See ’t shalt thou never.—Fellows, hold the chair.—<br>Upon these eyes of thine I’ll set my foot.
CORNWALL	3	7	2339	2339	1	4	If you see vengeance—
CORNWALL	3	7	2348	2348	1	2	My villain?
CORNWALL	3	7	2353	2354	2	19	Lest it see more, prevent it. Out, vile jelly!<br>Where is thy luster now?
CORNWALL	3	7	2368	2371	4	31	I have received a hurt. Follow me, lady.—<br>Turn out that eyeless villain. Throw this slave<br>Upon the dunghill.—Regan, I bleed apace.<br>Untimely comes this hurt. Give me your arm.
CURAN	2	1	1001	1003	3	29	And you, sir. I have been with your father and<br>given him notice that the Duke of Cornwall and<br>Regan his duchess will be here with him this night.
CURAN	2	1	1005	1007	3	23	Nay, I know not. You have heard of the news<br>abroad—I mean the whispered ones, for they are<br>yet but ear-kissing arguments.
CURAN	2	1	1009	1010	2	15	Have you heard of no likely wars toward ’twixt<br>the dukes of Cornwall and Albany?
CURAN	2	1	1012	1012	1	10	You may do, then, in time. Fare you well, sir.
DOCTOR-LR	4	7	3063	3063	1	3	Madam, sleeps still.
DOCTOR-LR	4	7	3068	3070	3	14	So please your Majesty<br>That we may wake the King? He hath slept<br>long.
DOCTOR-LR	4	7	3075	3076	2	15	Be by, good madam, when we do awake him.<br>I doubt not of his temperance.
DOCTOR-LR	4	7	3078	3078	1	8	Please you, draw near.—Louder the music there.
DOCTOR-LR	4	7	3097	3097	1	5	Madam, do you; ’tis fittest.
DOCTOR-LR	4	7	3106	3106	1	7	He’s scarce awake. Let him alone awhile.
DOCTOR-LR	4	7	3139	3143	5	40	Be comforted, good madam. The great rage,<br>You see, is killed in him, and yet it is danger<br>To make him even o’er the time he has lost.<br>Desire him to go in. Trouble him no more<br>Till further settling.
EDGAR	1	2	500	501	2	10	How now, brother Edmund, what serious contemplation<br>are you in?
EDGAR	1	2	504	504	1	6	Do you busy yourself with that?
EDGAR	1	2	512	513	2	8	How long have you been a sectary<br>astronomical?
EDGAR	1	2	515	515	1	4	The night gone by.
EDGAR	1	2	517	517	1	4	Ay, two hours together.
EDGAR	1	2	520	520	1	3	None at all.
EDGAR	1	2	527	527	1	6	Some villain hath done me wrong.
EDGAR	1	2	534	534	1	2	Armed, brother?
EDGAR	1	2	540	540	1	6	Shall I hear from you anon?
EDGAR	2	1	1027	1027	1	8	I am sure on ’t, not a word.
EDGAR	2	3	1340	1360	21	152	I heard myself proclaimed,<br>And by the happy hollow of a tree<br>Escaped the hunt. No port is free; no place<br>That guard and most unusual vigilance<br>Does not attend my taking. Whiles I may ’scape,<br>I will preserve myself, and am bethought<br>To take the basest and most poorest shape<br>That ever penury in contempt of man<br>Brought near to beast. My face I’ll grime with filth,<br>Blanket my loins, elf all my hairs in knots,<br>And with presented nakedness outface<br>The winds and persecutions of the sky.<br>The country gives me proof and precedent<br>Of Bedlam beggars who with roaring voices<br>Strike in their numbed and mortifièd arms<br>Pins, wooden pricks, nails, sprigs of rosemary,<br>And, with this horrible object, from low farms,<br>Poor pelting villages, sheepcotes, and mills,<br>Sometime with lunatic bans, sometime with prayers,<br>Enforce their charity. <span class="quote" data-words="4">Poor Turlygod! Poor Tom!</span><br>That’s something yet. <span class="quote" data-words="1">Edgar</span> I nothing am.
EDGAR	3	4	1945	1946	2	8	Fathom and half, fathom and half!<br>Poor Tom!
EDGAR	3	4	1953	1955	3	23	Away. The foul fiend follows me. Through the<br>sharp hawthorn blows the cold wind. Hum! Go to<br>thy cold bed and warm thee.
EDGAR	3	4	1958	1970	13	108	Who gives anything to Poor Tom, whom the<br>foul fiend hath led through fire and through flame,<br>through ford and whirlpool, o’er bog and quagmire;<br>that hath laid knives under his pillow and<br>halters in his pew, set ratsbane by his porridge,<br>made him proud of heart to ride on a bay trotting<br>horse over four-inched bridges to course his own<br>shadow for a traitor? Bless thy five wits! Tom’s<br>a-cold. O, do de, do de, do de. Bless thee from<br>whirlwinds, star-blasting, and taking! Do Poor Tom<br>some charity, whom the foul fiend vexes. There<br>could I have him now, and there—and there again<br>—and there.
EDGAR	3	4	1985	1986	2	9	Pillicock sat on Pillicock Hill. Alow, alow, loo,<br>loo.
EDGAR	3	4	1989	1992	4	31	Take heed o’ th’ foul fiend. Obey thy parents,<br>keep thy word’s justice, swear not, commit not with<br>man’s sworn spouse, set not thy sweet heart on<br>proud array. Tom’s a-cold.
EDGAR	3	4	1994	2010	17	156	A servingman, proud in heart and mind, that<br>curled my hair, wore gloves in my cap, served the<br>lust of my mistress’ heart and did the act of<br>darkness with her, swore as many oaths as I spake<br>words and broke them in the sweet face of heaven;<br>one that slept in the contriving of lust and waked to<br>do it. Wine loved I deeply, dice dearly, and in<br>woman out-paramoured the Turk. False of heart,<br>light of ear, bloody of hand; hog in sloth, fox in<br>stealth, wolf in greediness, dog in madness, lion in<br>prey. Let not the creaking of shoes nor the rustling<br>of silks betray thy poor heart to woman. Keep thy<br>foot out of brothels, thy hand out of plackets, thy<br>pen from lenders’ books, and defy the foul fiend.<br>Still through the hawthorn blows the cold wind;<br>says suum, mun, nonny. Dolphin my boy, boy, sessa!<br>Let him trot by.
EDGAR	3	4	2025	2029	10	66	This is the foul fiend Flibbertigibbet. He begins<br>at curfew and walks till the first cock. He<br>gives the web and the pin, squints the eye, and<br>makes the harelip, mildews the white wheat, and<br>hurts the poor creature of earth.<span class="poem" data-words="25">Swithold footed thrice the ’old,<br>He met the nightmare and her ninefold,<br>Bid her alight,<br>And her troth plight,<br>And aroint thee, witch, aroint thee.</span>
EDGAR	3	4	2039	2049	14	105	Poor Tom, that eats the swimming frog, the<br>toad, the tadpole, the wall newt, and the water;<br>that, in the fury of his heart, when the foul fiend<br>rages, eats cow dung for sallets, swallows the old<br>rat and the ditch-dog, drinks the green mantle of<br>the standing pool; who is whipped from tithing to<br>tithing, and stocked, punished, and imprisoned;<br>who hath had three suits to his back, six shirts to<br>his body,<span class="poem" data-words="23">Horse to ride, and weapon to wear;<br>But mice and rats and such small deer<br>Have been Tom’s food for seven long year.</span><br>Beware my follower. Peace, Smulkin! Peace, thou<br>fiend!
EDGAR	3	4	2054	2055	2	12	The Prince of Darkness is a gentleman. Modo<br>he’s called, and Mahu.
EDGAR	3	4	2058	2058	1	3	Poor Tom’s a-cold.
EDGAR	3	4	2070	2070	1	9	How to prevent the fiend and to kill vermin.
EDGAR	3	4	2087	2087	1	2	Tom’s a-cold.
EDGAR	3	4	2098	2097	3	23	<span class="poem" data-words="23">Child Rowland to the dark tower came.<br>His word was still <span class="quote" data-words="12">Fie, foh, and fum,I smell the blood of a British man.</span></span>
EDGAR	3	6	2132	2134	3	22	Frateretto calls me and tells me Nero is an<br>angler in the lake of darkness. Pray, innocent, and<br>beware the foul fiend.
EDGAR	3	6	2143	2143	1	6	The foul fiend bites my back.
EDGAR	3	6	2151	2152	3	20	Look where he stands and glares!—Want’st<br>thou eyes at trial, madam?<span class="song" data-words="7">Come o’er the burn, Bessy, to me—</span>
EDGAR	3	6	2157	2160	4	31	The foul fiend haunts Poor Tom in the voice of<br>a nightingale. Hoppedance cries in Tom’s belly for<br>two white herring.—Croak not, black angel. I have<br>no food for thee.
EDGAR	3	6	2170	2171	6	36	Let us deal justly.<span class="song" data-words="26">Sleepest or wakest, thou jolly shepherd?<br>Thy sheep be in the corn.<br>And for one blast of thy minikin mouth,<br>Thy sheep shall take no harm.</span><br>Purr the cat is gray.
EDGAR	3	6	2186	2186	1	4	Bless thy five wits!
EDGAR	3	6	2189	2190	2	13	My tears begin to take his part so much<br>They mar my counterfeiting.
EDGAR	3	6	2193	2197	13	78	Tom will throw his head at them.—Avaunt, you<br>curs!<span class="poem" data-words="48">Be thy mouth or black or white,<br>Tooth that poisons if it bite,<br>Mastiff, greyhound, mongrel grim,<br>Hound or spaniel, brach, or lym,<br>Bobtail tike, or trundle-tail,<br>Tom will make him weep and wail;<br>For, with throwing thus my head,<br>Dogs leapt the hatch, and all are fled.</span><br>Do de, de, de. Sessa! Come, march to wakes<br>and fairs and market towns. Poor Tom, thy horn<br>is dry.
EDGAR	3	6	2237	2252	16	104	When we our betters see bearing our woes,<br>We scarcely think our miseries our foes.<br>Who alone suffers suffers most i’ th’ mind,<br>Leaving free things and happy shows behind.<br>But then the mind much sufferance doth o’erskip<br>When grief hath mates and bearing fellowship.<br>How light and portable my pain seems now<br>When that which makes me bend makes the King<br>bow!<br>He childed as I fathered. Tom, away.<br>Mark the high noises, and thyself bewray<br>When false opinion, whose wrong thoughts defile<br>thee,<br>In thy just proof repeals and reconciles thee.<br>What will hap more tonight, safe ’scape the King!<br>Lurk, lurk.
EDGAR	4	1	2382	2393	12	99	Yet better thus, and known to be contemned,<br>Than still contemned and flattered. To be worst,<br>The lowest and most dejected thing of fortune,<br>Stands still in esperance, lives not in fear.<br>The lamentable change is from the best;<br>The worst returns to laughter. Welcome, then,<br>Thou unsubstantial air that I embrace.<br>The wretch that thou hast blown unto the worst<br>Owes nothing to thy blasts. But who comes here?<br>My father, poorly led? World, world, O world,<br>But that thy strange mutations make us hate thee,<br>Life would not yield to age.
EDGAR	4	1	2408	2409	2	19	O gods, who is ’t can say <span class="quote" data-words="5">I am at the worst</span>?<br>I am worse than e’er I was.
EDGAR	4	1	2411	2412	2	20	And worse I may be yet. The worst is not<br>So long as we can say <span class="quote" data-words="4">This is the worst.</span>
EDGAR	4	1	2424	2426	3	21	How should this be?<br>Bad is the trade that must play fool to sorrow,<br>Ang’ring itself and others.—Bless thee, master.
EDGAR	4	1	2441	2441	1	9	Poor Tom’s a-cold. I cannot daub it further.
EDGAR	4	1	2443	2443	1	10	And yet I must.—Bless thy sweet eyes, they bleed.
