character	act	scene	fromline	toline	lines	words	text
BANQUO	1	4	303	304	2	9	There, if I grow,<br>The harvest is your own.
BANQUO	1	6	421	429	9	52	This guest of summer,<br>The temple-haunting martlet, does approve,<br>By his loved mansionry, that the heaven’s breath<br>Smells wooingly here. No jutty, frieze,<br>Buttress, nor coign of vantage, but this bird<br>Hath made his pendant bed and procreant cradle.<br>Where they most breed and haunt, I have<br>observed,<br>The air is delicate.
BANQUO	2	1	553	553	1	5	How goes the night, boy?
BANQUO	2	1	555	555	1	6	And she goes down at twelve.
BANQUO	2	1	557	565	9	65	Hold, take my sword.<br>There’s husbandry in heaven;<br>Their candles are all out. Take thee that too.<br>A heavy summons lies like lead upon me,<br>And yet I would not sleep. Merciful powers,<br>Restrain in me the cursèd thoughts that nature<br>Gives way to in repose.<br>Give me my sword.—Who’s<br>there?
BANQUO	2	1	567	572	6	43	What, sir, not yet at rest? The King’s abed.<br>He hath been in unusual pleasure, and<br>Sent forth great largess to your offices.<br>This diamond he greets your wife withal,<br>By the name of most kind hostess, and shut up<br>In measureless content.
BANQUO	2	1	576	578	3	18	All’s well.<br>I dreamt last night of the three Weïrd Sisters.<br>To you they have showed some truth.
BANQUO	2	1	585	585	1	4	At your kind’st leisure.
BANQUO	2	1	588	591	4	22	So I lose none<br>In seeking to augment it, but still keep<br>My bosom franchised and allegiance clear,<br>I shall be counseled.
BANQUO	2	1	593	593	1	6	Thanks, sir. The like to you.
BANQUO	2	3	828	830	3	15	Too cruel anywhere.—<br>Dear Duff, I prithee, contradict thyself<br>And say it is not so.
BANQUO	2	3	871	878	8	61	Look to the lady.<br>And when we have our naked frailties hid,<br>That suffer in exposure, let us meet<br>And question this most bloody piece of work<br>To know it further. Fears and scruples shake us.<br>In the great hand of God I stand, and thence<br>Against the undivulged pretense I fight<br>Of treasonous malice.
BANQUO	2	3	883	883	1	2	Well contented.
BANQUO	3	1	953	962	10	84	Thou hast it now—King, Cawdor, Glamis, all<br>As the Weïrd Women promised, and I fear<br>Thou played’st most foully for ’t. Yet it was said<br>It should not stand in thy posterity,<br>But that myself should be the root and father<br>Of many kings. If there come truth from them<br>(As upon thee, Macbeth, their speeches shine)<br>Why, by the verities on thee made good,<br>May they not be my oracles as well,<br>And set me up in hope? But hush, no more.
BANQUO	3	1	969	972	4	19	Let your Highness<br>Command upon me, to the which my duties<br>Are with a most indissoluble tie<br>Forever knit.
BANQUO	3	1	974	974	1	4	Ay, my good lord.
BANQUO	3	1	979	982	4	34	As far, my lord, as will fill up the time<br>’Twixt this and supper. Go not my horse the better,<br>I must become a borrower of the night<br>For a dark hour or twain.
BANQUO	3	1	984	984	1	5	My lord, I will not.
BANQUO	3	1	992	992	1	10	Ay, my good lord. Our time does call upon ’s.
BANQUO	3	3	1189	1189	1	6	Give us a light there, ho!
BANQUO	3	3	1200	1200	1	5	It will be rain tonight.
BANQUO	3	3	1202	1203	2	13	O treachery! Fly, good Fleance, fly, fly, fly!<br>Thou mayst revenge—O slave!
CAITHNESS	5	2	2127	2127	1	8	Who knows if Donalbain be with his brother?
CAITHNESS	5	2	2133	2137	5	33	Great Dunsinane he strongly fortifies.<br>Some say he’s mad; others that lesser hate him<br>Do call it valiant fury. But for certain<br>He cannot buckle his distempered cause<br>Within the belt of rule.
CAITHNESS	5	2	2149	2153	5	32	Well, march we on<br>To give obedience where ’tis truly owed.<br>Meet we the med’cine of the sickly weal,<br>And with him pour we in our country’s purge<br>Each drop of us.
CAPTAIN-MAC	1	2	22	38	17	118	Doubtful it stood,<br>As two spent swimmers that do cling together<br>And choke their art. The merciless Macdonwald<br>(Worthy to be a rebel, for to that<br>The multiplying villainies of nature<br>Do swarm upon him) from the Western Isles<br>Of kerns and gallowglasses is supplied;<br>And Fortune, on his damnèd quarrelsmiling,<br>Showed like a rebel’s whore. But all’s too weak;<br>For brave Macbeth (well he deserves that name),<br>Disdaining Fortune, with his brandished steel,<br>Which smoked with bloody execution,<br>Like valor’s minion, carved out his passage<br>Till he faced the slave;<br>Which ne’er shook hands, nor bade farewell to him,<br>Till he unseamed him from the nave to th’ chops,<br>And fixed his head upon our battlements.
CAPTAIN-MAC	1	2	40	49	10	62	As whence the sun ’gins his reflection<br>Shipwracking storms and direful thunders break,<br>So from that spring whence comfort seemed to<br>come<br>Discomfort swells. Mark, King of Scotland, mark:<br>No sooner justice had, with valor armed,<br>Compelled these skipping kerns to trust their heels,<br>But the Norweyan lord, surveying vantage,<br>With furbished arms and new supplies of men,<br>Began a fresh assault.
CAPTAIN-MAC	1	2	52	59	8	56	Yes, as sparrows eagles, or the hare the lion.<br>If I say sooth, I must report they were<br>As cannons overcharged with double cracks,<br>So they doubly redoubled strokes upon the foe.<br>Except they meant to bathe in reeking wounds<br>Or memorize another Golgotha,<br>I cannot tell—<br>But I am faint. My gashes cry for help.
DOCTOR1-MAC	4	3	1914	1918	5	35	Ay, sir. There are a crew of wretched souls<br>That stay his cure. Their malady convinces<br>The great assay of art, but at his touch<br>(Such sanctity hath heaven given his hand)<br>They presently amend.
DOCTOR2-MAC	5	1	2036	2038	3	21	I have two nights watched with you but can<br>perceive no truth in your report. When was it she<br>last walked?
DOCTOR2-MAC	5	1	2045	2049	5	39	A great perturbation in nature, to receive at<br>once the benefit of sleep and do the effects of<br>watching. In this slumb’ry agitation, besides her<br>walking and other actual performances, what at any<br>time have you heard her say?
DOCTOR2-MAC	5	1	2052	2053	2	10	You may to me, and ’tis most meet you<br>should.
DOCTOR2-MAC	5	1	2058	2058	1	6	How came she by that light?
DOCTOR2-MAC	5	1	2061	2061	1	6	You see her eyes are open.
DOCTOR2-MAC	5	1	2063	2064	2	12	What is it she does now? Look how she rubs<br>her hands.
DOCTOR2-MAC	5	1	2069	2071	3	18	Hark, she speaks. I will set down what comes<br>from her, to satisfy my remembrance the more<br>strongly.
DOCTOR2-MAC	5	1	2078	2078	1	4	Do you mark that?
DOCTOR2-MAC	5	1	2083	2084	2	11	Go to, go to. You have known what you should<br>not.
DOCTOR2-MAC	5	1	2091	2092	2	10	What a sigh is there! The heart is sorely<br>charged.
DOCTOR2-MAC	5	1	2095	2095	1	3	Well, well, well.
DOCTOR2-MAC	5	1	2097	2099	3	24	This disease is beyond my practice. Yet I have<br>known those which have walked in their sleep,<br>who have died holily in their beds.
DOCTOR2-MAC	5	1	2103	2103	1	2	Even so?
DOCTOR2-MAC	5	1	2108	2108	1	6	Will she go now to bed?
DOCTOR2-MAC	5	1	2110	2118	9	68	Foul whisp’rings are abroad. Unnatural deeds<br>Do breed unnatural troubles. Infected minds<br>To their deaf pillows will discharge their secrets.<br>More needs she the divine than the physician.<br>God, God forgive us all. Look after her.<br>Remove from her the means of all annoyance<br>And still keep eyes upon her. So, good night.<br>My mind she has mated, and amazed my sight.<br>I think but dare not speak.
DOCTOR2-MAC	5	3	2202	2204	3	18	Not so sick, my lord,<br>As she is troubled with thick-coming fancies<br>That keep her from her rest.
DOCTOR2-MAC	5	3	2212	2213	2	7	Therein the patient<br>Must minister to himself.
DOCTOR2-MAC	5	3	2226	2227	2	11	Ay, my good lord. Your royal preparation<br>Makes us hear something.
DOCTOR2-MAC	5	3	2231	2232	2	14	Were I from Dunsinane away and clear,<br>Profit again should hardly draw me here.
DONALBAIN	2	3	837	837	1	3	What is amiss?
DONALBAIN	2	3	867	869	3	26	What should be spoken here, where our fate,<br>Hid in an auger hole, may rush and seize us?<br>Let’s away. Our tears are not yet brewed.
DONALBAIN	2	3	880	880	1	2	So all.
DONALBAIN	2	3	883	883	1	2	Well contented.
DONALBAIN	2	3	887	890	4	27	To Ireland I. Our separated fortune<br>Shall keep us both the safer. Where we are,<br>There’s daggers in men’s smiles. The near in blood,<br>The nearer bloody.
DUNCAN	1	2	14	16	3	19	What bloody man is that? He can report,<br>As seemeth by his plight, of the revolt<br>The newest state.
DUNCAN	1	2	39	39	1	5	O valiant cousin, worthy gentleman!
DUNCAN	1	2	50	51	2	8	Dismayed not this our captains, Macbeth and<br>Banquo?
DUNCAN	1	2	60	62	3	32	So well thy words become thee as thy wounds:<br>They smack of honor both.—Go, get him surgeons.<br>Who comes here?
DUNCAN	1	2	68	68	1	5	Whence cam’st thou, worthy thane?
DUNCAN	1	2	80	80	1	2	Great happiness!
DUNCAN	1	2	86	89	4	23	No more that Thane of Cawdor shall deceive<br>Our bosom interest. Go, pronounce his present<br>death,<br>And with his former title greet Macbeth.
DUNCAN	1	2	91	91	1	8	What he hath lost, noble Macbeth hath won.
DUNCAN	1	4	267	268	2	12	Is execution done on Cawdor? Are not<br>Those in commission yet returned?
DUNCAN	1	4	279	290	12	90	There’s no art<br>To find the mind’s construction in the face.<br>He was a gentleman on whom I built<br>An absolute trust.<br>O worthiest cousin,<br>The sin of my ingratitude even now<br>Was heavy on me. Thou art so far before<br>That swiftest wing of recompense is slow<br>To overtake thee. Would thou hadst less deserved,<br>That the proportion both of thanks and payment<br>Might have been mine! Only I have left to say,<br>More is thy due than more than all can pay.
DUNCAN	1	4	297	302	6	44	Welcome hither.<br>I have begun to plant thee and will labor<br>To make thee full of growing.—Noble Banquo,<br>That hast no less deserved nor must be known<br>No less to have done so, let me enfold thee<br>And hold thee to my heart.
DUNCAN	1	4	305	315	11	71	My plenteous joys,<br>Wanton in fullness, seek to hide themselves<br>In drops of sorrow.—Sons, kinsmen, thanes,<br>And you whose places are the nearest, know<br>We will establish our estate upon<br>Our eldest, Malcolm, whom we name hereafter<br>The Prince of Cumberland; which honor must<br>Not unaccompanied invest him only,<br>But signs of nobleness, like stars, shall shine<br>On all deservers.—From hence to Inverness<br>And bind us further to you.
DUNCAN	1	4	320	320	1	3	My worthy Cawdor.
DUNCAN	1	4	327	331	5	38	True, worthy Banquo. He is full so valiant,<br>And in his commendations I am fed:<br>It is a banquet to me.—Let’s after him,<br>Whose care is gone before to bid us welcome.<br>It is a peerless kinsman.
DUNCAN	1	6	418	420	3	17	This castle hath a pleasant seat. The air<br>Nimbly and sweetly recommends itself<br>Unto our gentle senses.
DUNCAN	1	6	430	434	5	40	See, see our honored hostess!—<br>The love that follows us sometime is our trouble,<br>Which still we thank as love. Herein I teach you<br>How you shall bid God ’ild us for your pains<br>And thank us for your trouble.
DUNCAN	1	6	442	448	7	48	Where’s the Thane of Cawdor?<br>We coursed him at the heels and had a purpose<br>To be his purveyor; but he rides well,<br>And his great love (sharp as his spur) hath helped<br>him<br>To his home before us. Fair and noble hostess,<br>We are your guest tonight.
DUNCAN	1	6	453	456	4	27	Give me your hand.<br>Conduct me to mine host. We love him highly<br>And shall continue our graces towards him.<br>By your leave, hostess.
FIRST_MURDERER-MAC	3	1	1033	1033	1	6	It was, so please your Highness.
FIRST_MURDERER-MAC	3	1	1046	1046	1	6	You made it known to us.
FIRST_MURDERER-MAC	3	1	1054	1054	1	5	We are men, my liege.
FIRST_MURDERER-MAC	3	1	1077	1080	4	27	And I another<br>So weary with disasters, tugged with fortune,<br>That I would set my life on any chance,<br>To mend it or be rid on ’t.
FIRST_MURDERER-MAC	3	1	1083	1083	1	3	True, my lord.
FIRST_MURDERER-MAC	3	1	1097	1097	1	3	Though our lives—
FIRST_MURDERER-MAC	3	1	1111	1111	1	5	We are resolved, my lord.
FIRST_MURDERER-MAC	3	3	1178	1178	1	8	But who did bid thee join with us?
FIRST_MURDERER-MAC	3	3	1183	1187	5	32	Then stand with us.—<br>The west yet glimmers with some streaks of day.<br>Now spurs the lated traveler apace<br>To gain the timely inn, and near approaches<br>The subject of our watch.
FIRST_MURDERER-MAC	3	3	1193	1193	1	4	His horses go about.
FIRST_MURDERER-MAC	3	3	1199	1199	1	3	Stand to ’t.
FIRST_MURDERER-MAC	3	3	1201	1201	1	4	Let it come down!
FIRST_MURDERER-MAC	3	3	1205	1205	1	5	Was ’t not the way?
FIRST_MURDERER-MAC	3	3	1210	1210	1	9	Well, let’s away and say how much is done.
FIRST_MURDERER-MAC	3	4	1225	1225	1	3	’Tis Banquo’s then.
FIRST_MURDERER-MAC	3	4	1228	1228	1	11	My lord, his throat is cut. That I did for him.
FIRST_MURDERER-MAC	3	4	1232	1232	1	6	Most royal sir, Fleance is ’scaped.
FIRST_MURDERER-MAC	3	4	1238	1240	3	23	Ay, my good lord. Safe in a ditch he bides,<br>With twenty trenchèd gashes on his head,<br>The least a death to nature.
FIRST_WITCH-MAC	1	1	1	2	2	12	When shall we three meet again?<br>In thunder, lightning, or in rain?
FIRST_WITCH-MAC	1	1	12	13	2	14	Fair is foul, and foul is fair,<br>Hover through the fog and filthy air.
FIRST_WITCH-MAC	1	1	6	6	1	3	Where the place?
FIRST_WITCH-MAC	1	1	9	9	1	3	I come, Graymalkin.
FIRST_WITCH-MAC	1	3	104	104	1	3	Th’ art kind.
FIRST_WITCH-MAC	1	3	106	118	13	71	I myself have all the other,<br>And the very ports they blow,<br>All the quarters that they know<br>I’ th’ shipman’s card.<br>I’ll drain him dry as hay.<br>Sleep shall neither night nor day<br>Hang upon his penthouse lid.<br>He shall live a man forbid.<br>Weary sev’nnights, nine times nine,<br>Shall he dwindle, peak, and pine.<br>Though his bark cannot be lost,<br>Yet it shall be tempest-tossed.<br>Look what I have.
FIRST_WITCH-MAC	1	3	120	121	2	12	Here I have a pilot’s thumb,<br>Wracked as homeward he did come.
FIRST_WITCH-MAC	1	3	124	129	6	36	The Weïrd Sisters, hand in hand,<br>Posters of the sea and land,<br>Thus do go about, about,<br>Thrice to thine and thrice to mine<br>And thrice again, to make up nine.<br>Peace, the charm’s wound up.
FIRST_WITCH-MAC	1	3	142	142	1	9	All hail, Macbeth! Hail to thee, Thane of Glamis!
FIRST_WITCH-MAC	1	3	156	156	1	1	Hail!
FIRST_WITCH-MAC	1	3	159	159	1	5	Lesser than Macbeth and greater.
FIRST_WITCH-MAC	1	3	163	163	1	5	Banquo and Macbeth, all hail!
FIRST_WITCH-MAC	1	3	92	92	1	5	Where hast thou been, sister?
FIRST_WITCH-MAC	1	3	95	101	8	55	A sailor’s wife had chestnuts in her lap<br>And munched and munched and munched. <span class="quote" data-words="2">Giveme,</span> quoth I.<br><span class="quote" data-words="3">Aroint thee, witch,</span> the rump-fed runnion cries.<br>Her husband’s to Aleppo gone, master o’ th’ Tiger;<br>But in a sieve I’ll thither sail,<br>And, like a rat without a tail,<br>I’ll do, I’ll do, and I’ll do.
FIRST_WITCH-MAC	3	5	1387	1387	1	7	Why, how now, Hecate? You look angerly.
FIRST_WITCH-MAC	3	5	1422	1422	1	9	Come, let’s make haste. She’ll soon be back again.
FIRST_WITCH-MAC	4	1	1479	1479	1	6	Thrice the brinded cat hath mewed.
FIRST_WITCH-MAC	4	1	1482	1487	6	31	Round about the cauldron go;<br>In the poisoned entrails throw.<br>Toad, that under cold stone<br>Days and nights has thirty-one<br>Sweltered venom sleeping got,<br>Boil thou first i’ th’ charmèd pot.
FIRST_WITCH-MAC	4	1	1488	1489	2	10	Double, double toil and trouble;<br>Fire burn, and cauldron bubble.
FIRST_WITCH-MAC	4	1	1498	1499	2	10	Double, double toil and trouble;<br>Fire burn, and cauldron bubble.
FIRST_WITCH-MAC	4	1	1513	1514	2	10	Double, double toil and trouble;<br>Fire burn, and cauldron bubble.
FIRST_WITCH-MAC	4	1	1528	1528	1	5	A deed without a name.
FIRST_WITCH-MAC	4	1	1543	1543	1	1	Speak.
FIRST_WITCH-MAC	4	1	1546	1547	2	14	Say if th’ hadst rather hear it from our mouths<br>Or from our masters’.
FIRST_WITCH-MAC	4	1	1549	1552	4	21	Pour in sow’s blood that hath eaten<br>Her nine farrow; grease that’s sweaten<br>From the murderers’ gibbet throw<br>Into the flame.
FIRST_WITCH-MAC	4	1	1553	1554	2	9	Come high or low;<br>Thyself and office deftly show.
FIRST_WITCH-MAC	4	1	1556	1558	3	11	He knows thy<br>thought.<br>Hear his speech but say thou naught.
FIRST_WITCH-MAC	4	1	1564	1565	2	12	He will not be commanded. Here’s another<br>More potent than the first.
FIRST_WITCH-MAC	4	1	1580	1580	1	6	Listen but speak not to ’t.
FIRST_WITCH-MAC	4	1	1596	1596	1	5	Seek to know no more.
FIRST_WITCH-MAC	4	1	1600	1600	1	1	Show.
FIRST_WITCH-MAC	4	1	1603	1604	2	12	Show his eyes and grieve his heart.<br>Come like shadows; so depart.
FIRST_WITCH-MAC	4	1	1619	1626	8	53	Ay, sir, all this is so. But why<br>Stands Macbeth thus amazedly?<br>Come, sisters, cheer we up his sprites<br>And show the best of our delights.<br>I’ll charm the air to give a sound<br>While you perform your antic round,<br>That this great king may kindly say<br>Our duties did his welcome pay.
FLEANCE	2	1	554	554	1	10	The moon is down. I have not heard the clock.
FLEANCE	2	1	556	556	1	6	I take ’t ’tis later, sir.
GENTLEWOMAN-MAC	5	1	2039	2044	6	50	Since his Majesty went into the field, I<br>have seen her rise from her bed, throw her nightgown<br>upon her, unlock her closet, take forth paper,<br>fold it, write upon ’t, read it, afterwards seal it, and<br>again return to bed; yet all this while in a most fast<br>sleep.
GENTLEWOMAN-MAC	5	1	2050	2051	2	9	That, sir, which I will not report after<br>her.
GENTLEWOMAN-MAC	5	1	2054	2057	4	38	Neither to you nor anyone, having no<br>witness to confirm my speech.<br>Lo you, here she comes. This is her very guise and,<br>upon my life, fast asleep. Observe her; stand close.
GENTLEWOMAN-MAC	5	1	2059	2060	2	14	Why, it stood by her. She has light by<br>her continually. ’Tis her command.
GENTLEWOMAN-MAC	5	1	2062	2062	1	6	Ay, but their sense are shut.
GENTLEWOMAN-MAC	5	1	2065	2067	3	25	It is an accustomed action with her to<br>seem thus washing her hands. I have known her<br>continue in this a quarter of an hour.
GENTLEWOMAN-MAC	5	1	2085	2087	3	18	She has spoke what she should not,<br>I am sure of that. Heaven knows what she has<br>known.
GENTLEWOMAN-MAC	5	1	2093	2094	2	17	I would not have such a heart in my<br>bosom for the dignity of the whole body.
GENTLEWOMAN-MAC	5	1	2096	2096	1	5	Pray God it be, sir.
GENTLEWOMAN-MAC	5	1	2109	2109	1	1	Directly.
GENTLEWOMAN-MAC	5	1	2119	2119	1	4	Good night, good doctor.
HECATE	3	5	1388	1421	34	234	Have I not reason, beldams as you are?<br>Saucy and overbold, how did you dare<br>To trade and traffic with Macbeth<br>In riddles and affairs of death,<br>And I, the mistress of your charms,<br>The close contriver of all harms,<br>Was never called to bear my part<br>Or show the glory of our art?<br>And which is worse, all you have done<br>Hath been but for a wayward son,<br>Spiteful and wrathful, who, as others do,<br>Loves for his own ends, not for you.<br>But make amends now. Get you gone,<br>And at the pit of Acheron<br>Meet me i’ th’ morning. Thither he<br>Will come to know his destiny.<br>Your vessels and your spells provide,<br>Your charms and everything beside.<br>I am for th’ air. This night I’ll spend<br>Unto a dismal and a fatal end.<br>Great business must be wrought ere noon.<br>Upon the corner of the moon<br>There hangs a vap’rous drop profound.<br>I’ll catch it ere it come to ground,<br>And that, distilled by magic sleights,<br>Shall raise such artificial sprites<br>As by the strength of their illusion<br>Shall draw him on to his confusion.<br>He shall spurn fate, scorn death, and bear<br>His hopes ’bove wisdom, grace, and fear.<br>And you all know, security<br>Is mortals’ chiefest enemy.<br>Hark! I am called. My little spirit, see,<br>Sits in a foggy cloud and stays for me.
HECATE	4	1	1517	1521	5	33	O, well done! I commend your pains,<br>And everyone shall share i’ the gains.<br>And now about the cauldron sing<br>Like elves and fairies in a ring,<br>Enchanting all that you put in.
LADY_MACBETH	1	5	332	351	34	264	<span class="letter" data-words="123">They met me in the<br>day of success, and I have learned by the perfect’st<br>report they have more in them than mortal knowledge.<br>When I burned in desire to question them further, they<br>made themselves air, into which they vanished.<br>Whiles I stood rapt in the wonder of it came missives<br>from the King, who all-hailed me <span class="quote" data-words="3">Thane of Cawdor,</span><br>by which title, before, these Weïrd Sisters saluted me<br>and referred me to the coming on of time with <span class="quote" data-words="5">Hail,king that shalt be.</span> This have I thought good to deliver<br>thee, my dearest partner of greatness, that thou<br>might’st not lose the dues of rejoicing by being ignorant<br>of what greatness is promised thee. Lay it to thy<br>heart, and farewell.</span>Glamis thou art, and Cawdor, and shalt be<br>What thou art promised. Yet do I fear thy nature;<br>It is too full o’ th’ milk of human kindness<br>To catch the nearest way. Thou wouldst be great,<br>Art not without ambition, but without<br>The illness should attend it. What thou wouldst<br>highly,<br>That wouldst thou holily; wouldst not play false<br>And yet wouldst wrongly win. Thou ’dst have, great<br>Glamis,<br>That which cries <span class="quote" data-words="4">Thus thou must do,</span> if thou have<br>it,<br>And that which rather thou dost fear to do,<br>Than wishest should be undone. Hie thee hither,<br>That I may pour my spirits in thine ear<br>And chastise with the valor of my tongue<br>All that impedes thee from the golden round,<br>Which fate and metaphysical aid doth seem<br>To have thee crowned withal.<br>What is your tidings?
LADY_MACBETH	1	5	367	369	3	21	Thou ’rt mad to say it.<br>Is not thy master with him, who, were ’t so,<br>Would have informed for preparation?
LADY_MACBETH	1	5	374	397	24	168	Give him tending.<br>He brings great news.<br>The raven himself is hoarse<br>That croaks the fatal entrance of Duncan<br>Under my battlements. Come, you spirits<br>That tend on mortal thoughts, unsex me here,<br>And fill me from the crown to the toe top-full<br>Of direst cruelty. Make thick my blood.<br>Stop up th’ access and passage to remorse,<br>That no compunctious visitings of nature<br>Shake my fell purpose, nor keep peace between<br>Th’ effect and it. Come to my woman’s breasts<br>And take my milk for gall, you murd’ring ministers,<br>Wherever in your sightless substances<br>You wait on nature’s mischief. Come, thick night,<br>And pall thee in the dunnest smoke of hell,<br>That my keen knife see not the wound it makes,<br>Nor heaven peep through the blanket of the dark<br>To cry <span class="quote" data-words="2">Hold, hold!</span><br>Great Glamis, worthy Cawdor,<br>Greater than both by the all-hail hereafter!<br>Thy letters have transported me beyond<br>This ignorant present, and I feel now<br>The future in the instant.
LADY_MACBETH	1	5	400	400	1	4	And when goes hence?
LADY_MACBETH	1	5	402	413	12	83	O, never<br>Shall sun that morrow see!<br>Your face, my thane, is as a book where men<br>May read strange matters. To beguile the time,<br>Look like the time. Bear welcome in your eye,<br>Your hand, your tongue. Look like th’ innocent<br>flower,<br>But be the serpent under ’t. He that’s coming<br>Must be provided for; and you shall put<br>This night’s great business into my dispatch,<br>Which shall to all our nights and days to come<br>Give solely sovereign sway and masterdom.
LADY_MACBETH	1	5	415	417	3	17	Only look up clear.<br>To alter favor ever is to fear.<br>Leave all the rest to me.
LADY_MACBETH	1	6	435	441	7	47	All our service,<br>In every point twice done and then done double,<br>Were poor and single business to contend<br>Against those honors deep and broad wherewith<br>Your Majesty loads our house. For those of old,<br>And the late dignities heaped up to them,<br>We rest your hermits.
LADY_MACBETH	1	6	449	452	4	25	Your servants ever<br>Have theirs, themselves, and what is theirs in compt<br>To make their audit at your Highness’ pleasure,<br>Still to return your own.
LADY_MACBETH	1	7	486	487	2	10	He has almost supped. Why have you left the<br>chamber?
LADY_MACBETH	1	7	489	489	1	5	Know you not he has?
LADY_MACBETH	1	7	495	505	11	88	Was the hope drunk<br>Wherein you dressed yourself? Hath it slept since?<br>And wakes it now, to look so green and pale<br>At what it did so freely? From this time<br>Such I account thy love. Art thou afeard<br>To be the same in thine own act and valor<br>As thou art in desire? Wouldst thou have that<br>Which thou esteem’st the ornament of life<br>And live a coward in thine own esteem,<br>Letting <span class="quote" data-words="3">I dare not</span> wait upon <span class="quote" data-words="2">I would,</span><br>Like the poor cat i’ th’ adage?
LADY_MACBETH	1	7	509	523	15	112	What beast was ’t,<br>then,<br>That made you break this enterprise to me?<br>When you durst do it, then you were a man;<br>And to be more than what you were, you would<br>Be so much more the man. Nor time nor place<br>Did then adhere, and yet you would make both.<br>They have made themselves, and that their fitness<br>now<br>Does unmake you. I have given suck, and know<br>How tender ’tis to love the babe that milks me.<br>I would, while it was smiling in my face,<br>Have plucked my nipple from his boneless gums<br>And dashed the brains out, had I so sworn as you<br>Have done to this.
LADY_MACBETH	1	7	525	538	14	97	We fail?<br>But screw your courage to the sticking place<br>And we’ll not fail. When Duncan is asleep<br>(Whereto the rather shall his day’s hard journey<br>Soundly invite him), his two chamberlains<br>Will I with wine and wassail so convince<br>That memory, the warder of the brain,<br>Shall be a fume, and the receipt of reason<br>A limbeck only. When in swinish sleep<br>Their drenchèd natures lies as in a death,<br>What cannot you and I perform upon<br>Th’ unguarded Duncan? What not put upon<br>His spongy officers, who shall bear the guilt<br>Of our great quell?
LADY_MACBETH	1	7	545	547	3	17	Who dares receive it other,<br>As we shall make our griefs and clamor roar<br>Upon his death?
