character	act	scene	fromline	toline	lines	words	text
CLAUDIUS-HAM	1	2	191	229	39	303	Though yet of Hamlet our dear brother’s death<br>The memory be green, and that it us befitted<br>To bear our hearts in grief, and our whole kingdom<br>To be contracted in one brow of woe,<br>Yet so far hath discretion fought with nature<br>That we with wisest sorrow think on him<br>Together with remembrance of ourselves.<br>Therefore our sometime sister, now our queen,<br>Th’ imperial jointress to this warlike state,<br>Have we (as ’twere with a defeated joy,<br>With an auspicious and a dropping eye,<br>With mirth in funeral and with dirge in marriage,<br>In equal scale weighing delight and dole)<br>Taken to wife. Nor have we herein barred<br>Your better wisdoms, which have freely gone<br>With this affair along. For all, our thanks.<br>Now follows that you know. Young Fortinbras,<br>Holding a weak supposal of our worth<br>Or thinking by our late dear brother’s death<br>Our state to be disjoint and out of frame,<br>Colleaguèd with this dream of his advantage,<br>He hath not failed to pester us with message<br>Importing the surrender of those lands<br>Lost by his father, with all bonds of law,<br>To our most valiant brother—so much for him.<br>Now for ourself and for this time of meeting.<br>Thus much the business is: we have here writ<br>To Norway, uncle of young Fortinbras,<br>Who, impotent and bedrid, scarcely hears<br>Of this his nephew’s purpose, to suppress<br>His further gait herein, in that the levies,<br>The lists, and full proportions are all made<br>Out of his subject; and we here dispatch<br>You, good Cornelius, and you, Voltemand,<br>For bearers of this greeting to old Norway,<br>Giving to you no further personal power<br>To business with the King more than the scope<br>Of these dilated articles allow.<br>Farewell, and let your haste commend your duty.
CLAUDIUS-HAM	1	2	231	241	11	84	We doubt it nothing. Heartily farewell.<br>And now, Laertes, what’s the news with you?<br>You told us of some suit. What is ’t, Laertes?<br>You cannot speak of reason to the Dane<br>And lose your voice. What wouldst thou beg,<br>Laertes,<br>That shall not be my offer, not thy asking?<br>The head is not more native to the heart,<br>The hand more instrumental to the mouth,<br>Than is the throne of Denmark to thy father.<br>What wouldst thou have, Laertes?
CLAUDIUS-HAM	1	2	249	249	1	8	Have you your father’s leave? What says Polonius?
CLAUDIUS-HAM	1	2	254	256	3	25	Take thy fair hour, Laertes. Time be thine,<br>And thy best graces spend it at thy will.—<br>But now, my cousin Hamlet and my son—
CLAUDIUS-HAM	1	2	258	258	1	10	How is it that the clouds still hang on you?
CLAUDIUS-HAM	1	2	280	311	32	243	’Tis sweet and commendable in your nature,<br>Hamlet,<br>To give these mourning duties to your father.<br>But you must know your father lost a father,<br>That father lost, lost his, and the survivor bound<br>In filial obligation for some term<br>To do obsequious sorrow. But to persever<br>In obstinate condolement is a course<br>Of impious stubbornness. ’Tis unmanly grief.<br>It shows a will most incorrect to heaven,<br>A heart unfortified, a mind impatient,<br>An understanding simple and unschooled.<br>For what we know must be and is as common<br>As any the most vulgar thing to sense,<br>Why should we in our peevish opposition<br>Take it to heart? Fie, ’tis a fault to heaven,<br>A fault against the dead, a fault to nature,<br>To reason most absurd, whose common theme<br>Is death of fathers, and who still hath cried,<br>From the first corse till he that died today,<br><span class="quote" data-words="4">This must be so.</span> We pray you, throw to earth<br>This unprevailing woe and think of us<br>As of a father; for let the world take note,<br>You are the most immediate to our throne,<br>And with no less nobility of love<br>Than that which dearest father bears his son<br>Do I impart toward you. For your intent<br>In going back to school in Wittenberg,<br>It is most retrograde to our desire,<br>And we beseech you, bend you to remain<br>Here in the cheer and comfort of our eye,<br>Our chiefest courtier, cousin, and our son.
CLAUDIUS-HAM	1	2	315	322	8	60	Why, ’tis a loving and a fair reply.<br>Be as ourself in Denmark.—Madam, come.<br>This gentle and unforced accord of Hamlet<br>Sits smiling to my heart, in grace whereof<br>No jocund health that Denmark drinks today<br>But the great cannon to the clouds shall tell,<br>And the King’s rouse the heaven shall bruit again,<br>Respeaking earthly thunder. Come away.
CLAUDIUS-HAM	2	2	1065	1082	18	143	Welcome, dear Rosencrantz and Guildenstern.<br>Moreover that we much did long to see you,<br>The need we have to use you did provoke<br>Our hasty sending. Something have you heard<br>Of Hamlet’s transformation, so call it,<br>Sith nor th’ exterior nor the inward man<br>Resembles that it was. What it should be,<br>More than his father’s death, that thus hath put him<br>So much from th’ understanding of himself<br>I cannot dream of. I entreat you both<br>That, being of so young days brought up with him<br>And sith so neighbored to his youth and havior,<br>That you vouchsafe your rest here in our court<br>Some little time, so by your companies<br>To draw him on to pleasures, and to gather<br>So much as from occasion you may glean,<br>Whether aught to us unknown afflicts him thus<br>That, opened, lies within our remedy.
CLAUDIUS-HAM	2	2	1099	1099	1	5	Thanks, Rosencrantz and gentle Guildenstern.
CLAUDIUS-HAM	2	2	1109	1109	1	9	Thou still hast been the father of good news.
CLAUDIUS-HAM	2	2	1117	1117	1	10	O, speak of that! That do I long to hear.
CLAUDIUS-HAM	2	2	1120	1122	3	29	Thyself do grace to them and bring them in.<br>He tells me, my dear Gertrude, he hath found<br>The head and source of all your son’s distemper.
CLAUDIUS-HAM	2	2	1125	1127	3	23	Well, we shall sift him.<br>Welcome, my good friends.<br>Say, Voltemand, what from our brother Norway?
CLAUDIUS-HAM	2	2	1150	1155	6	38	It likes us well,<br>And, at our more considered time, we’ll read,<br>Answer, and think upon this business.<br>Meantime, we thank you for your well-took labor.<br>Go to your rest. At night we’ll feast together.<br>Most welcome home!
CLAUDIUS-HAM	2	2	1201	1201	1	7	But how hath she received his love?
CLAUDIUS-HAM	2	2	1203	1203	1	7	As of a man faithful and honorable.
CLAUDIUS-HAM	2	2	1225	1225	1	5	Do you think ’tis this?
CLAUDIUS-HAM	2	2	1231	1231	1	4	Not that I know.
CLAUDIUS-HAM	2	2	1236	1236	1	6	How may we try it further?
CLAUDIUS-HAM	2	2	1246	1246	1	4	We will try it.
CLAUDIUS-HAM	3	1	1699	1702	4	30	And can you by no drift of conference<br>Get from him why he puts on this confusion,<br>Grating so harshly all his days of quiet<br>With turbulent and dangerous lunacy?
CLAUDIUS-HAM	3	1	1724	1727	4	29	With all my heart, and it doth much content me<br>To hear him so inclined.<br>Good gentlemen, give him a further edge<br>And drive his purpose into these delights.
CLAUDIUS-HAM	3	1	1729	1738	10	66	Sweet Gertrude, leave us too,<br>For we have closely sent for Hamlet hither,<br>That he, as ’twere by accident, may here<br>Affront Ophelia.<br>Her father and myself, lawful espials,<br>Will so bestow ourselves that, seeing unseen,<br>We may of their encounter frankly judge<br>And gather by him, as he is behaved,<br>If ’t be th’ affliction of his love or no<br>That thus he suffers for.
CLAUDIUS-HAM	3	1	1754	1760	7	43	O, ’tis too true!<br>How smart a lash that speech doth give my<br>conscience.<br>The harlot’s cheek beautied with plast’ring art<br>Is not more ugly to the thing that helps it<br>Than is my deed to my most painted word.<br>O heavy burden!
CLAUDIUS-HAM	3	1	1874	1887	14	107	Love? His affections do not that way tend;<br>Nor what he spake, though it lacked form a little,<br>Was not like madness. There’s something in his soul<br>O’er which his melancholy sits on brood,<br>And I do doubt the hatch and the disclose<br>Will be some danger; which for to prevent,<br>I have in quick determination<br>Thus set it down: he shall with speed to England<br>For the demand of our neglected tribute.<br>Haply the seas, and countries different,<br>With variable objects, shall expel<br>This something-settled matter in his heart,<br>Whereon his brains still beating puts him thus<br>From fashion of himself. What think you on ’t?
CLAUDIUS-HAM	3	1	1900	1901	2	12	It shall be so.<br>Madness in great ones must not unwatched go.
CLAUDIUS-HAM	3	2	1999	1999	1	5	How fares our cousin Hamlet?
CLAUDIUS-HAM	3	2	2003	2004	2	12	I have nothing with this answer, Hamlet. These<br>words are not mine.
CLAUDIUS-HAM	3	2	2157	2158	2	11	Have you heard the argument? Is there no<br>offense in ’t?
CLAUDIUS-HAM	3	2	2161	2161	1	6	What do you call the play?
CLAUDIUS-HAM	3	2	2196	2196	1	5	Give me some light. Away!
CLAUDIUS-HAM	3	3	2334	2340	7	52	I like him not, nor stands it safe with us<br>To let his madness range. Therefore prepare you.<br>I your commission will forthwith dispatch,<br>And he to England shall along with you.<br>The terms of our estate may not endure<br>Hazard so near ’s as doth hourly grow<br>Out of his brows.
CLAUDIUS-HAM	3	3	2358	2360	3	22	Arm you, I pray you, to this speedy voyage,<br>For we will fetters put about this fear,<br>Which now goes too free-footed.
CLAUDIUS-HAM	3	3	2372	2409	38	301	Thanks, dear my lord.<br>O, my offense is rank, it smells to heaven;<br>It hath the primal eldest curse upon ’t,<br>A brother’s murder. Pray can I not,<br>Though inclination be as sharp as will.<br>My stronger guilt defeats my strong intent,<br>And, like a man to double business bound,<br>I stand in pause where I shall first begin<br>And both neglect. What if this cursèd hand<br>Were thicker than itself with brother’s blood?<br>Is there not rain enough in the sweet heavens<br>To wash it white as snow? Whereto serves mercy<br>But to confront the visage of offense?<br>And what’s in prayer but this twofold force,<br>To be forestallèd ere we come to fall,<br>Or pardoned being down? Then I’ll look up.<br>My fault is past. But, O, what form of prayer<br>Can serve my turn? <span class="quote" data-words="5">Forgive me my foul murder</span>?<br>That cannot be, since I am still possessed<br>Of those effects for which I did the murder:<br>My crown, mine own ambition, and my queen.<br>May one be pardoned and retain th’ offense?<br>In the corrupted currents of this world,<br>Offense’s gilded hand may shove by justice,<br>And oft ’tis seen the wicked prize itself<br>Buys out the law. But ’tis not so above:<br>There is no shuffling; there the action lies<br>In his true nature, and we ourselves compelled,<br>Even to the teeth and forehead of our faults,<br>To give in evidence. What then? What rests?<br>Try what repentance can. What can it not?<br>Yet what can it, when one cannot repent?<br>O wretched state! O bosom black as death!<br>O limèd soul, that, struggling to be free,<br>Art more engaged! Help, angels! Make assay.<br>Bow, stubborn knees, and heart with strings of steel<br>Be soft as sinews of the newborn babe.<br>All may be well.
CLAUDIUS-HAM	3	3	2435	2436	2	15	My words fly up, my thoughts remain below;<br>Words without thoughts never to heaven go.
CLAUDIUS-HAM	4	1	2677	2679	3	20	There’s matter in these sighs; these profound heaves<br>You must translate; ’tis fit we understand them.<br>Where is your son?
CLAUDIUS-HAM	4	1	2682	2682	1	5	What, Gertrude? How does Hamlet?
CLAUDIUS-HAM	4	1	2689	2700	12	97	O heavy deed!<br>It had been so with us, had we been there.<br>His liberty is full of threats to all—<br>To you yourself, to us, to everyone.<br>Alas, how shall this bloody deed be answered?<br>It will be laid to us, whose providence<br>Should have kept short, restrained, and out of haunt<br>This mad young man. But so much was our love,<br>We would not understand what was most fit,<br>But, like the owner of a foul disease,<br>To keep it from divulging, let it feed<br>Even on the pith of life. Where is he gone?
CLAUDIUS-HAM	4	1	2705	2722	18	148	O Gertrude, come away!<br>The sun no sooner shall the mountains touch<br>But we will ship him hence; and this vile deed<br>We must with all our majesty and skill<br>Both countenance and excuse.—Ho, Guildenstern!<br>Friends both, go join you with some further aid.<br>Hamlet in madness hath Polonius slain,<br>And from his mother’s closet hath he dragged him.<br>Go seek him out, speak fair, and bring the body<br>Into the chapel. I pray you, haste in this.<br>Come, Gertrude, we’ll call up our wisest friends<br>And let them know both what we mean to do<br>And what’s untimely done. <br>Whose whisper o’er the world’s diameter,<br>As level as the cannon to his blank<br>Transports his poisoned shot, may miss our name<br>And hit the woundless ear. O, come away!<br>My soul is full of discord and dismay.
CLAUDIUS-HAM	4	3	2754	2765	12	92	I have sent to seek him and to find the body.<br>How dangerous is it that this man goes loose!<br>Yet must not we put the strong law on him.<br>He’s loved of the distracted multitude,<br>Who like not in their judgment, but their eyes;<br>And, where ’tis so, th’ offender’s scourge is weighed,<br>But never the offense. To bear all smooth and even,<br>This sudden sending him away must seem<br>Deliberate pause. Diseases desperate grown<br>By desperate appliance are relieved<br>Or not at all.<br>How now, what hath befallen?
CLAUDIUS-HAM	4	3	2768	2768	1	4	But where is he?
CLAUDIUS-HAM	4	3	2770	2770	1	4	Bring him before us.
CLAUDIUS-HAM	4	3	2772	2772	1	4	Now, Hamlet, where’s Polonius?
CLAUDIUS-HAM	4	3	2774	2774	1	3	At supper where?
CLAUDIUS-HAM	4	3	2782	2782	1	2	Alas, alas!
CLAUDIUS-HAM	4	3	2786	2786	1	6	What dost thou mean by this?
CLAUDIUS-HAM	4	3	2789	2789	1	3	Where is Polonius?
CLAUDIUS-HAM	4	3	2795	2795	1	4	Go, seek him there.
CLAUDIUS-HAM	4	3	2797	2804	8	49	Hamlet, this deed, for thine especial safety<br>(Which we do tender, as we dearly grieve<br>For that which thou hast done) must send thee<br>hence<br>With fiery quickness. Therefore prepare thyself.<br>The bark is ready, and the wind at help,<br>Th’ associates tend, and everything is bent<br>For England.
CLAUDIUS-HAM	4	3	2806	2806	1	2	Ay, Hamlet.
CLAUDIUS-HAM	4	3	2808	2808	1	8	So is it, if thou knew’st our purposes.
CLAUDIUS-HAM	4	3	2812	2812	1	4	Thy loving father, Hamlet.
CLAUDIUS-HAM	4	3	2816	2830	15	130	Follow him at foot; tempt him with speed aboard.<br>Delay it not. I’ll have him hence tonight.<br>Away, for everything is sealed and done<br>That else leans on th’ affair. Pray you, make haste.<br>And England, if my love thou hold’st at aught<br>(As my great power thereof may give thee sense,<br>Since yet thy cicatrice looks raw and red<br>After the Danish sword, and thy free awe<br>Pays homage to us), thou mayst not coldly set<br>Our sovereign process, which imports at full,<br>By letters congruing to that effect,<br>The present death of Hamlet. Do it, England,<br>For like the hectic in my blood he rages,<br>And thou must cure me. Till I know ’tis done,<br>Howe’er my haps, my joys will ne’er begin.
CLAUDIUS-HAM	4	5	2945	2945	1	5	How do you, pretty lady?
CLAUDIUS-HAM	4	5	2949	2949	1	4	Conceit upon her father.
CLAUDIUS-HAM	4	5	2960	2960	1	2	Pretty Ophelia—
CLAUDIUS-HAM	4	5	2971	2971	1	6	How long hath she been thus?
CLAUDIUS-HAM	4	5	2978	3002	25	178	Follow her close; give her good watch, I pray you.<br>O, this is the poison of deep grief. It springs<br>All from her father’s death, and now behold!<br>O Gertrude, Gertrude,<br>When sorrows come, they come not single spies,<br>But in battalions: first, her father slain;<br>Next, your son gone, and he most violent author<br>Of his own just remove; the people muddied,<br>Thick, and unwholesome in their thoughts and<br>whispers<br>For good Polonius’ death, and we have done but<br>greenly<br>In hugger-mugger to inter him; poor Ophelia<br>Divided from herself and her fair judgment,<br>Without the which we are pictures or mere beasts;<br>Last, and as much containing as all these,<br>Her brother is in secret come from France,<br>Feeds on his wonder, keeps himself in clouds,<br>And wants not buzzers to infect his ear<br>With pestilent speeches of his father’s death,<br>Wherein necessity, of matter beggared,<br>Will nothing stick our person to arraign<br>In ear and ear. O, my dear Gertrude, this,<br>Like to a murd’ring piece, in many places<br>Gives me superfluous death.
CLAUDIUS-HAM	4	5	3004	3006	3	17	Attend!<br>Where is my Switzers? Let them guard the door.<br>What is the matter?
CLAUDIUS-HAM	4	5	3020	3020	1	4	The doors are broke.
CLAUDIUS-HAM	4	5	3034	3042	9	55	What is the cause, Laertes,<br>That thy rebellion looks so giant-like?—<br>Let him go, Gertrude. Do not fear our person.<br>There’s such divinity doth hedge a king<br>That treason can but peep to what it would,<br>Acts little of his will.—Tell me, Laertes,<br>Why thou art thus incensed.—Let him go,<br>Gertrude.—<br>Speak, man.
CLAUDIUS-HAM	4	5	3044	3044	1	1	Dead.
CLAUDIUS-HAM	4	5	3046	3046	1	5	Let him demand his fill.
CLAUDIUS-HAM	4	5	3054	3054	1	4	Who shall stay you?
CLAUDIUS-HAM	4	5	3058	3063	6	31	Good Laertes,<br>If you desire to know the certainty<br>Of your dear father, is ’t writ in your revenge<br>That, swoopstake, you will draw both friend and<br>foe,<br>Winner and loser?
CLAUDIUS-HAM	4	5	3065	3065	1	5	Will you know them, then?
CLAUDIUS-HAM	4	5	3069	3074	6	42	Why, now you speak<br>Like a good child and a true gentleman.<br>That I am guiltless of your father’s death<br>And am most sensibly in grief for it,<br>It shall as level to your judgment ’pear<br>As day does to your eye.
CLAUDIUS-HAM	4	5	3125	3135	11	89	Laertes, I must commune with your grief,<br>Or you deny me right. Go but apart,<br>Make choice of whom your wisest friends you will,<br>And they shall hear and judge ’twixt you and me.<br>If by direct or by collateral hand<br>They find us touched, we will our kingdom give,<br>Our crown, our life, and all that we call ours,<br>To you in satisfaction; but if not,<br>Be you content to lend your patience to us,<br>And we shall jointly labor with your soul<br>To give it due content.
CLAUDIUS-HAM	4	5	3142	3144	3	19	So you shall,<br>And where th’ offense is, let the great ax fall.<br>I pray you, go with me.
CLAUDIUS-HAM	4	7	3179	3183	5	37	Now must your conscience my acquittance seal,<br>And you must put me in your heart for friend,<br>Sith you have heard, and with a knowing ear,<br>That he which hath your noble father slain<br>Pursued my life.
CLAUDIUS-HAM	4	7	3189	3204	16	134	O, for two special reasons,<br>Which may to you perhaps seem much unsinewed,<br>But yet to me they’re strong. The Queen his mother<br>Lives almost by his looks, and for myself<br>(My virtue or my plague, be it either which),<br>She is so conjunctive to my life and soul<br>That, as the star moves not but in his sphere,<br>I could not but by her. The other motive<br>Why to a public count I might not go<br>Is the great love the general gender bear him,<br>Who, dipping all his faults in their affection,<br>Work like the spring that turneth wood to stone,<br>Convert his gyves to graces, so that my arrows,<br>Too slightly timbered for so loud a wind,<br>Would have reverted to my bow again,<br>But not where I have aimed them.
CLAUDIUS-HAM	4	7	3210	3216	7	65	Break not your sleeps for that. You must not think<br>That we are made of stuff so flat and dull<br>That we can let our beard be shook with danger<br>And think it pastime. You shortly shall hear more.<br>I loved your father, and we love ourself,<br>And that, I hope, will teach you to imagine—<br>How now? What news?
CLAUDIUS-HAM	4	7	3220	3220	1	5	From Hamlet? Who brought them?
CLAUDIUS-HAM	4	7	3224	3229	10	71	Laertes, you shall hear<br>them.—<br>Leave us.<br><span class="letter" data-words="42">High and mighty, you shall know I am setnaked on your kingdom. Tomorrow shall I beg leave to<br>see your kingly eyes, when I shall (first asking your<br>pardon) thereunto recount the occasion of my sudden<br>and more strange return. Hamlet.</span><br>What should this mean? Are all the rest come back?<br>Or is it some abuse and no such thing?
CLAUDIUS-HAM	4	7	3235	3237	3	16	’Tis Hamlet’s character. <span class="quote" data-words="1">Naked</span>—<br>And in a postscript here, he says <span class="quote" data-words="1">alone.</span><br>Can you advise me?
CLAUDIUS-HAM	4	7	3242	3244	3	19	If it be so, Laertes<br>(As how should it be so? how otherwise?),<br>Will you be ruled by me?
CLAUDIUS-HAM	4	7	3247	3254	8	66	To thine own peace. If he be now returned,<br>As checking at his voyage, and that he means<br>No more to undertake it, I will work him<br>To an exploit, now ripe in my device,<br>Under the which he shall not choose but fall;<br>And for his death no wind of blame shall breathe,<br>But even his mother shall uncharge the practice<br>And call it accident.
CLAUDIUS-HAM	4	7	3258	3264	7	50	It falls right.<br>You have been talked of since your travel much,<br>And that in Hamlet’s hearing, for a quality<br>Wherein they say you shine. Your sum of parts<br>Did not together pluck such envy from him<br>As did that one, and that, in my regard,<br>Of the unworthiest siege.
CLAUDIUS-HAM	4	7	3266	3279	14	111	A very ribbon in the cap of youth—<br>Yet needful too, for youth no less becomes<br>The light and careless livery that it wears<br>Than settled age his sables and his weeds,<br>Importing health and graveness. Two months since<br>Here was a gentleman of Normandy.<br>I have seen myself, and served against, the French,<br>And they can well on horseback, but this gallant<br>Had witchcraft in ’t. He grew unto his seat,<br>And to such wondrous doing brought his horse<br>As had he been encorpsed and demi-natured<br>With the brave beast. So far he topped my thought<br>That I in forgery of shapes and tricks<br>Come short of what he did.
CLAUDIUS-HAM	4	7	3281	3281	1	2	A Norman.
CLAUDIUS-HAM	4	7	3283	3283	1	3	The very same.
CLAUDIUS-HAM	4	7	3286	3298	13	88	He made confession of you<br>And gave you such a masterly report<br>For art and exercise in your defense,<br>And for your rapier most especial,<br>That he cried out ’twould be a sight indeed<br>If one could match you. The ’scrimers of their<br>nation<br>He swore had neither motion, guard, nor eye,<br>If you opposed them. Sir, this report of his<br>Did Hamlet so envenom with his envy<br>That he could nothing do but wish and beg<br>Your sudden coming-o’er, to play with you.<br>Now out of this—
CLAUDIUS-HAM	4	7	3300	3302	3	21	Laertes, was your father dear to you?<br>Or are you like the painting of a sorrow,<br>A face without a heart?
CLAUDIUS-HAM	4	7	3304	3321	18	139	Not that I think you did not love your father,<br>But that I know love is begun by time<br>And that I see, in passages of proof,<br>Time qualifies the spark and fire of it.<br>There lives within the very flame of love<br>A kind of wick or snuff that will abate it,<br>And nothing is at a like goodness still;<br>For goodness, growing to a pleurisy,<br>Dies in his own too-much. That we would do<br>We should do when we would; for this <span class="quote" data-words="1">would</span><br>changes<br>And hath abatements and delays as many<br>As there are tongues, are hands, are accidents;<br>And then this <span class="quote" data-words="1">should</span> is like a spendthrift sigh,<br>That hurts by easing. But to the quick of th’ ulcer:<br>Hamlet comes back; what would you undertake<br>To show yourself indeed your father’s son<br>More than in words?
CLAUDIUS-HAM	4	7	3323	3336	14	102	No place indeed should murder sanctuarize;<br>Revenge should have no bounds. But, good Laertes,<br>Will you do this? Keep close within your chamber.<br>Hamlet, returned, shall know you are come home.<br>We’ll put on those shall praise your excellence<br>And set a double varnish on the fame<br>The Frenchman gave you; bring you, in fine,<br>together<br>And wager on your heads. He, being remiss,<br>Most generous, and free from all contriving,<br>Will not peruse the foils, so that with ease,<br>Or with a little shuffling, you may choose<br>A sword unbated, and in a pass of practice<br>Requite him for your father.
CLAUDIUS-HAM	4	7	3347	3364	18	122	Let’s further think of this,<br>Weigh what convenience both of time and means<br>May fit us to our shape. If this should fail,<br>And that our drift look through our bad<br>performance,<br>’Twere better not assayed. Therefore this project<br>Should have a back or second that might hold<br>If this did blast in proof. Soft, let me see.<br>We’ll make a solemn wager on your cunnings—<br>I ha ’t!<br>When in your motion you are hot and dry<br>(As make your bouts more violent to that end)<br>And that he calls for drink, I’ll have prepared<br>him<br>A chalice for the nonce, whereon but sipping,<br>If he by chance escape your venomed stuck,<br>Our purpose may hold there.—But stay, what<br>noise?
CLAUDIUS-HAM	4	7	3396	3399	4	25	Let’s follow, Gertrude.<br>How much I had to do to calm his rage!<br>Now fear I this will give it start again.<br>Therefore, let’s follow.
CLAUDIUS-HAM	5	1	3677	3677	1	3	Pluck them asunder.
CLAUDIUS-HAM	5	1	3687	3687	1	5	O, he is mad, Laertes!
CLAUDIUS-HAM	5	1	3711	3718	8	58	I pray thee, good Horatio, wait upon him.<br>Strengthen your patience in our last<br>night’s speech.<br>We’ll put the matter to the present push.—<br>Good Gertrude, set some watch over your son.—<br>This grave shall have a living monument.<br>An hour of quiet thereby shall we see;<br>Till then in patience our proceeding be.
CLAUDIUS-HAM	5	2	3957	3957	1	9	Come, Hamlet, come and take this hand from me.
CLAUDIUS-HAM	5	2	3995	3996	2	12	Give them the foils, young Osric. Cousin Hamlet,<br>You know the wager?
CLAUDIUS-HAM	5	2	3999	4000	2	19	I do not fear it; I have seen you both.<br>But, since he is better, we have therefore odds.
CLAUDIUS-HAM	5	2	4004	4016	13	104	Set me the stoups of wine upon that table.—<br>If Hamlet give the first or second hit<br>Or quit in answer of the third exchange,<br>Let all the battlements their ordnance fire.<br>The King shall drink to Hamlet’s better breath,<br>And in the cup an union shall he throw,<br>Richer than that which four successive kings<br>In Denmark’s crown have worn. Give me the cups,<br>And let the kettle to the trumpet speak,<br>The trumpet to the cannoneer without,<br>The cannons to the heavens, the heaven to earth,<br><span class="quote" data-words="6">Now the King drinks to Hamlet.</span> Come, begin.<br>And you, the judges, bear a wary eye.
CLAUDIUS-HAM	5	2	4024	4026	3	31	Stay, give me drink.—Hamlet, this pearl is thine.<br>Here’s to thy health.<br>Give him the cup.
CLAUDIUS-HAM	5	2	4030	4030	1	4	Our son shall win.
CLAUDIUS-HAM	5	2	4035	4035	1	4	Gertrude, do not drink.
CLAUDIUS-HAM	5	2	4037	4037	1	9	It is the poisoned cup. It is too late.
CLAUDIUS-HAM	5	2	4041	4041	1	5	I do not think ’t.
CLAUDIUS-HAM	5	2	4049	4049	1	5	Part them. They are incensed.
CLAUDIUS-HAM	5	2	4057	4057	1	6	She swoons to see them bleed.
CLAUDIUS-HAM	5	2	4073	4073	1	9	O, yet defend me, friends! I am but hurt.
CORNELIUS-HAM	1	2	230	230	1	10	In that and all things will we show our duty.
DOCTOR-HAM	5	1	3632	3641	10	65	Her obsequies have been as far enlarged<br>As we have warranty. Her death was doubtful,<br>And, but that great command o’ersways the order,<br>She should in ground unsanctified been lodged<br>Till the last trumpet. For charitable prayers<br>Shards, flints, and pebbles should be thrown on<br>her.<br>Yet here she is allowed her virgin crants,<br>Her maiden strewments, and the bringing home<br>Of bell and burial.
DOCTOR-HAM	5	1	3643	3646	4	25	No more be done.<br>We should profane the service of the dead<br>To sing a requiem and such rest to her<br>As to peace-parted souls.
FIRST_PLAYER	2	2	1521	1521	1	5	What speech, my good lord?
