character	act	scene	fromline	toline	lines	words	text
BEATRICE	2	1	429	433	5	37	He were an excellent man that were made<br>just in the midway between him and Benedick. The<br>one is too like an image and says nothing, and the<br>other too like my lady’s eldest son, evermore<br>tattling.
BEATRICE	2	1	437	440	4	31	With a good leg and a good foot, uncle, and<br>money enough in his purse, such a man would win<br>any woman in the world if he could get her<br>goodwill.
BEATRICE	2	1	444	446	4	33	Too curst is more than curst. I shall lessen<br>God’s sending that way, for it is said <span class="quote" data-words="7">God sends acurst cow short horns,</span> but to a cow too curst, he<br>sends none.
BEATRICE	2	1	450	454	5	42	Just, if He send me no husband, for the<br>which blessing I am at Him upon my knees every<br>morning and evening. Lord, I could not endure a<br>husband with a beard on his face. I had rather lie in<br>the woolen!
BEATRICE	2	1	457	464	8	80	What should I do with him? Dress him in my<br>apparel and make him my waiting gentlewoman?<br>He that hath a beard is more than a youth, and he<br>that hath no beard is less than a man; and he that is<br>more than a youth is not for me, and he that is less<br>than a man, I am not for him. Therefore I will even<br>take sixpence in earnest of the bearherd, and lead<br>his apes into hell.
BEATRICE	2	1	466	471	7	70	No, but to the gate, and there will the devil<br>meet me like an old cuckold with horns on his<br>head, and say <span class="quote" data-words="15">Get you to heaven, Beatrice, get youto heaven; here’s no place for you maids.</span> So deliver<br>I up my apes and away to Saint Peter; for the<br>heavens, he shows me where the bachelors sit, and<br>there live we as merry as the day is long.
BEATRICE	2	1	475	478	5	41	Yes, faith, it is my cousin’s duty to make<br>curtsy and say <span class="quote" data-words="5">Father, as it please you.</span> But yet for<br>all that, cousin, let him be a handsome fellow, or<br>else make another curtsy and say <span class="quote" data-words="5">Father, as itplease me.</span>
BEATRICE	2	1	482	487	6	60	Not till God make men of some other metal<br>than earth. Would it not grieve a woman to be<br>overmastered with a piece of valiant dust? To make<br>an account of her life to a clod of wayward marl?<br>No, uncle, I’ll none. Adam’s sons are my brethren,<br>and truly I hold it a sin to match in my kindred.
BEATRICE	2	1	491	501	11	102	The fault will be in the music, cousin, if you<br>be not wooed in good time. If the Prince be too<br>important, tell him there is measure in everything,<br>and so dance out the answer. For hear me, Hero,<br>wooing, wedding, and repenting is as a Scotch jig, a<br>measure, and a cinquepace. The first suit is hot and<br>hasty like a Scotch jig, and full as fantastical; the<br>wedding, mannerly modest as a measure, full of<br>state and ancientry; and then comes repentance,<br>and with his bad legs falls into the cinquepace faster<br>and faster till he sink into his grave.
BEATRICE	2	1	503	504	2	13	I have a good eye, uncle; I can see a church<br>by daylight.
BEATRICE	2	1	546	546	1	9	Will you not tell me who told you so?
BEATRICE	2	1	548	548	1	9	Nor will you not tell me who you are?
BEATRICE	2	1	550	552	3	25	That I was disdainful, and that I had my<br>good wit out of The Hundred Merry Tales! Well, this<br>was Signior Benedick that said so.
BEATRICE	2	1	554	554	1	8	I am sure you know him well enough.
BEATRICE	2	1	556	556	1	6	Did he never make you laugh?
BEATRICE	2	1	558	564	7	67	Why, he is the Prince’s jester, a very dull<br>fool; only his gift is in devising impossible slanders.<br>None but libertines delight in him, and the commendation<br>is not in his wit but in his villainy, for he<br>both pleases men and angers them, and then they<br>laugh at him and beat him. I am sure he is in the<br>fleet.I would he had boarded me.
BEATRICE	2	1	567	572	6	48	Do, do. He’ll but break a comparison or two<br>on me, which peradventure not marked or not<br>laughed at strikes him into melancholy, and then<br>there’s a partridge wing saved, for the fool will eat<br>no supper that night. We must<br>follow the leaders.
BEATRICE	2	1	574	575	2	15	Nay, if they lead to any ill, I will leave them<br>at the next turning.
BEATRICE	2	1	696	700	5	43	Indeed, my lord, he lent it me awhile, and I<br>gave him use for it, a double heart for his single<br>one. Marry, once before he won it of me with false<br>dice. Therefore your Grace may well say I have lost<br>it.
BEATRICE	2	1	703	705	3	29	So I would not he should do me, my lord,<br>lest I should prove the mother of fools. I have<br>brought Count Claudio, whom you sent me to seek.
BEATRICE	2	1	710	712	3	24	The Count is neither sad, nor sick, nor merry,<br>nor well, but civil count, civil as an orange, and<br>something of that jealous complexion.
BEATRICE	2	1	722	722	1	5	Speak, count, ’tis your cue.
BEATRICE	2	1	727	728	2	18	Speak, cousin, or, if you cannot, stop his<br>mouth with a kiss and let not him speak neither.
BEATRICE	2	1	730	732	3	29	Yea, my lord. I thank it, poor fool, it keeps on<br>the windy side of care. My cousin tells him in his ear<br>that he is in her heart.
BEATRICE	2	1	734	736	3	28	Good Lord for alliance! Thus goes everyone<br>to the world but I, and I am sunburnt. I may sit in a<br>corner and cry <span class="quote" data-words="4">Heigh-ho for a husband!</span>
BEATRICE	2	1	738	741	4	29	I would rather have one of your father’s<br>getting. Hath your Grace ne’er a brother like you?<br>Your father got excellent husbands, if a maid could<br>come by them.
BEATRICE	2	1	743	746	4	37	No, my lord, unless I might have another for<br>working days. Your Grace is too costly to wear<br>every day. But I beseech your Grace pardon me. I<br>was born to speak all mirth and no matter.
BEATRICE	2	1	750	752	3	25	No, sure, my lord, my mother cried, but then<br>there was a star danced, and under that was I<br>born.—Cousins, God give you joy!
BEATRICE	2	1	755	756	2	11	I cry you mercy, uncle.—By your Grace’s<br>pardon.
BEATRICE	2	3	1106	1107	2	13	Against my will, I am sent to bid you come<br>in to dinner.
BEATRICE	2	3	1109	1111	3	25	I took no more pains for those thanks than<br>you take pains to thank me. If it had been painful, I<br>would not have come.
BEATRICE	2	3	1113	1115	3	27	Yea, just so much as you may take upon a<br>knife’s point and choke a daw withal. You have no<br>stomach, signior. Fare you well.
BEATRICE	3	1	1235	1244	10	80	What fire is in mine ears? Can this be true?<br>Stand I condemned for pride and scorn so much?<br>Contempt, farewell, and maiden pride, adieu!<br>No glory lives behind the back of such.<br>And Benedick, love on; I will requite thee,<br>Taming my wild heart to thy loving hand.<br>If thou dost love, my kindness shall incite thee<br>To bind our loves up in a holy band.<br>For others say thou dost deserve, and I<br>Believe it better than reportingly.
BEATRICE	3	4	1592	1592	1	4	Good morrow, sweet Hero.
BEATRICE	3	4	1594	1594	1	8	I am out of all other tune, methinks.
BEATRICE	3	4	1597	1599	3	21	You light o’ love with your heels! Then, if<br>your husband have stables enough, you’ll see he<br>shall lack no barns.
BEATRICE	3	4	1602	1604	3	18	’Tis almost five o’clock, cousin. ’Tis time<br>you were ready. By my troth, I am exceeding ill.<br>Heigh-ho!
BEATRICE	3	4	1606	1606	1	8	For the letter that begins them all, H.
BEATRICE	3	4	1609	1609	1	5	What means the fool, trow?
BEATRICE	3	4	1614	1614	1	7	I am stuffed, cousin. I cannot smell.
BEATRICE	3	4	1617	1618	2	13	O, God help me, God help me! How long<br>have you professed apprehension?
BEATRICE	3	4	1621	1622	2	18	It is not seen enough; you should wear it in<br>your cap. By my troth, I am sick.
BEATRICE	3	4	1627	1628	2	10	<span class="foreign" data-words="1" data-lang="la">Benedictus</span>! Why <span class="foreign" data-words="1" data-lang="la">benedictus</span>? You have some<br>moral in this <span class="foreign" data-words="1" data-lang="la">benedictus</span>?
BEATRICE	3	4	1642	1642	1	8	What pace is this that thy tongue keeps?
BEATRICE	4	1	1825	1825	1	8	Why, how now, cousin, wherefore sink you down?
BEATRICE	4	1	1829	1830	2	12	Dead, I think.—Help, uncle!—<br>Hero, why Hero! Uncle! Signior Benedick! Friar!
BEATRICE	4	1	1834	1834	1	6	How now, cousin Hero?
BEATRICE	4	1	1865	1865	1	8	O, on my soul, my cousin is belied!
BEATRICE	4	1	1867	1868	2	14	No, truly not, although until last night<br>I have this twelvemonth been her bedfellow.
BEATRICE	4	1	1980	1980	1	8	Yea, and I will weep a while longer.
BEATRICE	4	1	1982	1982	1	8	You have no reason. I do it freely.
BEATRICE	4	1	1985	1986	2	13	Ah, how much might the man deserve of me<br>that would right her!
BEATRICE	4	1	1988	1988	1	8	A very even way, but no such friend.
BEATRICE	4	1	1990	1990	1	8	It is a man’s office, but not yours.
BEATRICE	4	1	1993	1997	5	45	As strange as the thing I know not. It were as<br>possible for me to say I loved nothing so well as you,<br>but believe me not, and yet I lie not, I confess<br>nothing, nor I deny nothing. I am sorry for my<br>cousin.
BEATRICE	4	1	1999	1999	1	6	Do not swear and eat it.
BEATRICE	4	1	2002	2002	1	6	Will you not eat your word?
BEATRICE	4	1	2005	2005	1	5	Why then, God forgive me.
BEATRICE	4	1	2007	2008	2	16	You have stayed me in a happy hour. I was<br>about to protest I loved you.
BEATRICE	4	1	2010	2011	2	15	I love you with so much of my heart that<br>none is left to protest.
BEATRICE	4	1	2013	2013	1	2	Kill Claudio.
BEATRICE	4	1	2015	2015	1	7	You kill me to deny it. Farewell.
BEATRICE	4	1	2017	2018	2	20	I am gone, though I am here. There is no<br>love in you. Nay, I pray you let me go.
BEATRICE	4	1	2020	2020	1	5	In faith, I will go.
BEATRICE	4	1	2022	2023	2	12	You dare easier be friends with me than<br>fight with mine enemy.
BEATRICE	4	1	2025	2031	7	57	Is he not approved in the height a villain<br>that hath slandered, scorned, dishonored my kinswoman?<br>O, that I were a man! What, bear her in<br>hand until they come to take hands, and then, with<br>public accusation, uncovered slander, unmitigated<br>rancor—O God, that I were a man! I would eat his<br>heart in the marketplace.
BEATRICE	4	1	2033	2034	2	11	Talk with a man out at a window! A proper<br>saying.
BEATRICE	4	1	2036	2037	2	11	Sweet Hero, she is wronged, she is slandered,<br>she is undone.
BEATRICE	4	1	2039	2048	10	88	Princes and counties! Surely a princely testimony,<br>a goodly count, Count Comfect, a sweet<br>gallant, surely! O, that I were a man for his sake! Or<br>that I had any friend would be a man for my sake!<br>But manhood is melted into curtsies, valor into<br>compliment, and men are only turned into tongue,<br>and trim ones, too. He is now as valiant as Hercules<br>that only tells a lie and swears it. I cannot be a man<br>with wishing; therefore I will die a woman with<br>grieving.
BEATRICE	4	1	2051	2052	2	12	Use it for my love some other way than<br>swearing by it.
BEATRICE	4	1	2055	2055	1	11	Yea, as sure as I have a thought or a soul.
BEATRICE	5	2	2542	2542	1	8	Yea, signior, and depart when you bid me.
BEATRICE	5	2	2544	2547	4	30	<span class="quote" data-words="1">Then</span> is spoken. Fare you well now. And<br>yet, ere I go, let me go with that I came, which is,<br>with knowing what hath passed between you and<br>Claudio.
BEATRICE	5	2	2550	2552	3	23	Foul words is but foul wind, and foul wind is<br>but foul breath, and foul breath is noisome. Therefore<br>I will depart unkissed.
BEATRICE	5	2	2560	2563	4	38	For them all together, which maintained so<br>politic a state of evil that they will not admit any<br>good part to intermingle with them. But for which<br>of my good parts did you first suffer love for me?
BEATRICE	5	2	2566	2569	4	33	In spite of your heart, I think. Alas, poor<br>heart, if you spite it for my sake, I will spite it for<br>yours, for I will never love that which my friend<br>hates.
BEATRICE	5	2	2571	2573	3	17	It appears not in this confession. There’s not<br>one wise man among twenty that will praise<br>himself.
BEATRICE	5	2	2579	2579	1	7	And how long is that, think you?
BEATRICE	5	2	2588	2588	1	2	Very ill.
BEATRICE	5	2	2590	2590	1	3	Very ill, too.
BEATRICE	5	2	2598	2598	1	7	Will you go hear this news, signior?
BEATRICE	5	4	2709	2709	1	9	I answer to that name. What is your will?
BEATRICE	5	4	2711	2711	1	6	Why no, no more than reason.
BEATRICE	5	4	2714	2714	1	5	Do not you love me?
BEATRICE	5	4	2716	2717	2	16	Why then, my cousin, Margaret, and Ursula<br>Are much deceived, for they did swear you did.
BEATRICE	5	4	2719	2719	1	9	They swore that you were well-nigh dead for me.
BEATRICE	5	4	2721	2721	1	6	No, truly, but in friendly recompense.
BEATRICE	5	4	2733	2735	3	30	I would not deny you, but by this good day, I<br>yield upon great persuasion, and partly to save your<br>life, for I was told you were in a consumption.
BENEDICK	1	1	104	104	1	9	Were you in doubt, sir, that you asked her?
BENEDICK	1	1	111	113	3	24	If Signior Leonato be her father, she would<br>not have his head on her shoulders for all Messina,<br>as like him as she is.
BENEDICK	1	1	116	117	2	9	What, my dear Lady Disdain! Are you yet<br>living?
BENEDICK	1	1	122	125	4	39	Then is courtesy a turncoat. But it is certain<br>I am loved of all ladies, only you excepted; and<br>I would I could find in my heart that I had not a<br>hard heart, for truly I love none.
BENEDICK	1	1	131	133	3	19	God keep your Ladyship still in that mind,<br>so some gentleman or other shall ’scape a predestinate<br>scratched face.
BENEDICK	1	1	136	136	1	6	Well, you are a rare parrot-teacher.
BENEDICK	1	1	139	141	3	25	I would my horse had the speed of your<br>tongue and so good a continuer, but keep your<br>way, i’ God’s name, I have done.
BENEDICK	1	1	160	160	1	9	I noted her not, but I looked on her.
BENEDICK	1	1	162	165	4	32	Do you question me as an honest man<br>should do, for my simple true judgment? Or would<br>you have me speak after my custom, as being a<br>professed tyrant to their sex?
BENEDICK	1	1	167	172	6	54	Why, i’ faith, methinks she’s too low for a<br>high praise, too brown for a fair praise, and too<br>little for a great praise. Only this commendation I<br>can afford her, that were she other than she is, she<br>were unhandsome, and being no other but as she is,<br>I do not like her.
BENEDICK	1	1	175	176	2	9	Would you buy her that you enquire after<br>her?
BENEDICK	1	1	178	182	5	50	Yea, and a case to put it into. But speak you<br>this with a sad brow? Or do you play the flouting<br>jack, to tell us Cupid is a good hare-finder and<br>Vulcan a rare carpenter? Come, in what key shall a<br>man take you to go in the song?
BENEDICK	1	1	185	190	6	51	I can see yet without spectacles, and I see<br>no such matter. There’s her cousin, an she were not<br>possessed with a fury, exceeds her as much in<br>beauty as the first of May doth the last of December.<br>But I hope you have no intent to turn husband, have<br>you?
BENEDICK	1	1	193	199	7	61	Is ’t come to this? In faith, hath not the<br>world one man but he will wear his cap with<br>suspicion? Shall I never see a bachelor of threescore<br>again? Go to, i’ faith, an thou wilt needs thrust<br>thy neck into a yoke, wear the print of it, and sigh<br>away Sundays. Look, Don Pedro is returned to seek<br>you.
BENEDICK	1	1	202	203	2	9	I would your Grace would constrain me to<br>tell.
BENEDICK	1	1	205	210	6	51	You hear, Count Claudio, I can be secret as<br>a dumb man, I would have you think so, but on my<br>allegiance—mark you this, on my allegiance—he<br>is in love. With who? Now, that is your Grace’s part.<br>Mark how short his answer is: with Hero, Leonato’s<br>short daughter.
BENEDICK	1	1	212	212	3	22	Like the old tale, my lord: <span class="quote" data-words="16">It is not so, nor’twas not so, but, indeed, God forbid it should be<br>so.</span>
BENEDICK	1	1	222	223	2	12	And by my two faiths and troths, my lord, I<br>spoke mine.
BENEDICK	1	1	226	229	4	34	That I neither feel how she should be loved<br>nor know how she should be worthy is the opinion<br>that fire cannot melt out of me. I will die in it at the<br>stake.
BENEDICK	1	1	234	242	9	81	That a woman conceived me, I thank her;<br>that she brought me up, I likewise give her most<br>humble thanks. But that I will have a recheat<br>winded in my forehead or hang my bugle in an<br>invisible baldrick, all women shall pardon me.<br>Because I will not do them the wrong to mistrust<br>any, I will do myself the right to trust none. And the<br>fine is, for the which I may go the finer, I will live a<br>bachelor.
BENEDICK	1	1	244	249	6	53	With anger, with sickness, or with hunger,<br>my lord, not with love. Prove that ever I lose more<br>blood with love than I will get again with drinking,<br>pick out mine eyes with a ballad-maker’s pen and<br>hang me up at the door of a brothel house for the<br>sign of blind Cupid.
BENEDICK	1	1	252	254	3	30	If I do, hang me in a bottle like a cat and<br>shoot at me, and he that hits me, let him be clapped<br>on the shoulder and called Adam.
BENEDICK	1	1	257	260	6	57	The savage bull may, but if ever the sensible<br>Benedick bear it, pluck off the bull’s horns and set<br>them in my forehead, and let me be vilely painted,<br>and in such great letters as they write <span class="quote" data-words="6">Here is goodhorse to hire</span> let them signify under my sign <span class="quote" data-words="8">Hereyou may see Benedick the married man.</span>
BENEDICK	1	1	267	267	1	7	I look for an earthquake too, then.
BENEDICK	1	1	273	274	2	16	I have almost matter enough in me for such<br>an embassage, and so I commit you—
BENEDICK	1	1	279	283	5	39	Nay, mock not, mock not. The body of your<br>discourse is sometimes guarded with fragments,<br>and the guards are but slightly basted on neither.<br>Ere you flout old ends any further, examine your<br>conscience. And so I leave you.
BENEDICK	2	1	521	521	1	7	Well, I would you did like me.
BENEDICK	2	1	524	524	1	3	Which is one?
BENEDICK	2	1	526	527	2	10	I love you the better; the hearers may cry<br><span class="quote" data-words="1">Amen.</span>
BENEDICK	2	1	547	547	1	5	No, you shall pardon me.
BENEDICK	2	1	549	549	1	2	Not now.
BENEDICK	2	1	553	553	1	2	What’s he?
BENEDICK	2	1	555	555	1	4	Not I, believe me.
BENEDICK	2	1	557	557	1	6	I pray you, what is he?
BENEDICK	2	1	565	566	2	11	When I know the gentleman, I’ll tell him<br>what you say.
BENEDICK	2	1	573	573	1	4	In every good thing.
BENEDICK	2	1	604	604	1	2	Count Claudio?
BENEDICK	2	1	606	606	1	6	Come, will you go with me?
BENEDICK	2	1	608	613	6	46	Even to the next willow, about your own<br>business, county. What fashion will you wear the<br>garland of? About your neck like an usurer’s chain?<br>Or under your arm like a lieutenant’s scarf? You<br>must wear it one way, for the Prince hath got your<br>Hero.
BENEDICK	2	1	615	617	3	22	Why, that’s spoken like an honest drover; so<br>they sell bullocks. But did you think the Prince<br>would have served you thus?
BENEDICK	2	1	619	621	3	20	Ho, now you strike like the blind man.<br>’Twas the boy that stole your meat, and you’ll beat<br>the post.
BENEDICK	2	1	623	630	8	81	Alas, poor hurt fowl, now will he creep into<br>sedges. But that my Lady Beatrice should know<br>me, and not know me! The Prince’s fool! Ha, it may<br>be I go under that title because I am merry. Yea, but<br>so I am apt to do myself wrong. I am not so reputed!<br>It is the base, though bitter, disposition of Beatrice<br>that puts the world into her person and so gives me<br>out. Well, I’ll be revenged as I may.
BENEDICK	2	1	633	640	8	76	Troth, my lord, I have played the part of<br>Lady Fame. I found him here as melancholy as a<br>lodge in a warren. I told him, and I think I told him<br>true, that your Grace had got the goodwill of this<br>young lady, and I offered him my company to a<br>willow tree, either to make him a garland, as being<br>forsaken, or to bind him up a rod, as being worthy to<br>be whipped.
BENEDICK	2	1	642	644	3	22	The flat transgression of a schoolboy who,<br>being overjoyed with finding a bird’s nest, shows it<br>his companion, and he steals it.
BENEDICK	2	1	647	651	5	42	Yet it had not been amiss the rod had been<br>made, and the garland too, for the garland he<br>might have worn himself, and the rod he might<br>have bestowed on you, who, as I take it, have stolen<br>his bird’s nest.
BENEDICK	2	1	654	655	2	12	If their singing answer your saying, by my<br>faith, you say honestly.
BENEDICK	2	1	659	680	22	211	O, she misused me past the endurance of a<br>block! An oak but with one green leaf on it would<br>have answered her. My very visor began to assume<br>life and scold with her. She told me, not thinking I<br>had been myself, that I was the Prince’s jester, that I<br>was duller than a great thaw, huddling jest upon jest<br>with such impossible conveyance upon me that I<br>stood like a man at a mark with a whole army<br>shooting at me. She speaks poniards, and every<br>word stabs. If her breath were as terrible as her<br>terminations, there were no living near her; she<br>would infect to the North Star. I would not marry<br>her though she were endowed with all that Adam<br>had left him before he transgressed. She would have<br>made Hercules have turned spit, yea, and have cleft<br>his club to make the fire, too. Come, talk not of her.<br>You shall find her the infernal Ate in good apparel. I<br>would to God some scholar would conjure her, for<br>certainly, while she is here, a man may live as quiet<br>in hell as in a sanctuary, and people sin upon<br>purpose because they would go thither. So indeed<br>all disquiet, horror, and perturbation follows her.
BENEDICK	2	1	682	690	9	82	Will your Grace command me any service<br>to the world’s end? I will go on the slightest errand<br>now to the Antipodes that you can devise to send<br>me on. I will fetch you a toothpicker now from the<br>furthest inch of Asia, bring you the length of Prester<br>John’s foot, fetch you a hair off the great Cham’s<br>beard, do you any embassage to the Pygmies, rather<br>than hold three words’ conference with this harpy.<br>You have no employment for me?
BENEDICK	2	1	692	693	2	17	O God, sir, here’s a dish I love not! I cannot<br>endure my Lady Tongue.
BENEDICK	2	3	1080	1105	26	259	This can be no trick. The<br>conference was sadly borne; they have the truth of<br>this from Hero; they seem to pity the lady. It seems<br>her affections have their full bent. Love me? Why, it<br>must be requited! I hear how I am censured. They<br>say I will bear myself proudly if I perceive the love<br>come from her. They say, too, that she will rather<br>die than give any sign of affection. I did never think<br>to marry. I must not seem proud. Happy are they<br>that hear their detractions and can put them to<br>mending. They say the lady is fair; ’tis a truth, I can<br>bear them witness. And virtuous; ’tis so, I cannot<br>reprove it. And wise, but for loving me; by my troth,<br>it is no addition to her wit, nor no great argument of<br>her folly, for I will be horribly in love with her! I<br>may chance have some odd quirks and remnants of<br>wit broken on me because I have railed so long<br>against marriage, but doth not the appetite alter? A<br>man loves the meat in his youth that he cannot<br>endure in his age. Shall quips and sentences and<br>these paper bullets of the brain awe a man from the<br>career of his humor? No! The world must be peopled.<br>When I said I would die a bachelor, I did not<br>think I should live till I were married. Here comes<br>Beatrice. By this day, she’s a fair lady. I do spy some<br>marks of love in her.
BENEDICK	2	3	1108	1108	1	8	Fair Beatrice, I thank you for your pains.
BENEDICK	2	3	1112	1112	1	7	You take pleasure then in the message?
BENEDICK	2	3	1116	1119	7	81	Ha! <span class="quote" data-words="13">Against my will I am sent to bid youcome in to dinner.</span> There’s a double meaning in<br>that. <span class="quote" data-words="15">I took no more pains for those thanks thanyou took pains to thank me.</span> That’s as much as to<br>say <span class="quote" data-words="12">Any pains that I take for you is as easy asthanks.</span> If I do not take pity of her, I am a villain; if I<br>do not love her, I am a Jew. I will go get her picture.
BENEDICK	2	3	858	858	1	1	Boy!
BENEDICK	2	3	860	861	2	15	In my chamber window lies a book. Bring it<br>hither to me in the orchard.
BENEDICK	2	3	863	893	31	312	I know that, but I would have thee hence<br>and here again.<br>I do much wonder that one man, seeing how much<br>another man is a fool when he dedicates his behaviors<br>to love, will, after he hath laughed at such<br>shallow follies in others, become the argument of<br>his own scorn by falling in love—and such a man is<br>Claudio. I have known when there was no music<br>with him but the drum and the fife, and now had he<br>rather hear the tabor and the pipe; I have known<br>when he would have walked ten mile afoot to see a<br>good armor, and now will he lie ten nights awake<br>carving the fashion of a new doublet. He was wont<br>to speak plain and to the purpose, like an honest<br>man and a soldier, and now is he turned orthography;<br>his words are a very fantastical banquet, just so<br>many strange dishes. May I be so converted and see<br>with these eyes? I cannot tell; I think not. I will not<br>be sworn but love may transform me to an oyster,<br>but I’ll take my oath on it, till he have made an<br>oyster of me, he shall never make me such a fool.<br>One woman is fair, yet I am well; another is wise, yet<br>I am well; another virtuous, yet I am well; but till all<br>graces be in one woman, one woman shall not<br>come in my grace. Rich she shall be, that’s certain;<br>wise, or I’ll none; virtuous, or I’ll never cheapen<br>her; fair, or I’ll never look on her; mild, or come not<br>near me; noble, or not I for an angel; of good<br>discourse, an excellent musician, and her hair shall<br>be of what color it please God. Ha! The Prince and<br>Monsieur Love! I will hide me in the arbor.
BENEDICK	2	3	917	920	4	31	Now, divine air! Now is his soul<br>ravished. Is it not strange that sheeps’ guts should<br>hale souls out of men’s bodies? Well, a horn for my<br>money, when all’s done.
BENEDICK	2	3	941	945	5	43	An he had been a dog that should<br>have howled thus, they would have hanged him. And<br>I pray God his bad voice bode no mischief. I had as<br>lief have heard the night raven, come what plague<br>could have come after it.
BENEDICK	2	3	962	963	2	9	Is ’t possible? Sits the wind in that<br>corner?
BENEDICK	2	3	983	985	3	21	I should think this a gull but that the<br>white-bearded fellow speaks it. Knavery cannot,<br>sure, hide himself in such reverence.
BENEDICK	3	2	1259	1259	1	8	Gallants, I am not as I have been.
BENEDICK	3	2	1265	1265	1	4	I have the toothache.
BENEDICK	3	2	1267	1267	1	2	Hang it!
BENEDICK	3	2	1271	1272	2	11	Well, everyone can master a grief but he<br>that has it.
BENEDICK	3	2	1309	1312	4	32	Yet is this no charm for the toothache.—<br>Old signior, walk aside with me. I have studied eight<br>or nine wise words to speak to you, which these<br>hobby-horses must not hear.
BENEDICK	4	1	1731	1732	2	13	How now, interjections? Why, then, some<br>be of laughing, as ah, ha, he!
BENEDICK	4	1	1781	1781	1	6	This looks not like a nuptial.
BENEDICK	4	1	1828	1828	1	4	How doth the lady?
BENEDICK	4	1	1862	1864	3	19	Sir, sir, be patient.<br>For my part, I am so attired in wonder<br>I know not what to say.
BENEDICK	4	1	1866	1866	1	7	Lady, were you her bedfellow last night?
